scheme_code,scheme_name,amc,category
109466,UTI - FIIF Sr-2 Quarterly Interval Plan IV,UTI Asset Mgmt. Co. Ltd.,Income
109472,Nippon India Corporate Bond Fund,Nippon Life India Asset Management Limited,Debt Scheme - Corporate Bond Fund
109473,Nippon India Corporate Bond Fund,Nippon Life India Asset Management Limited,Debt Scheme - Corporate Bond Fund
109493,SAHARA BANKING & FINANCIAL SERVICES FUND,Sahara Asset Management Company Private Limited,Growth
109494,SAHARA BANKING & FINANCIAL SERVICES FUND,Sahara Asset Management Company Private Limited,Growth
109501,UTI Ultra Short Duration Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Ultra Short Duration Fund
109522,JM Flexicap Fund,JM Financial Asset Management Limited,Equity Scheme - Flexi Cap Fund
109523,JM Flexicap Fund,JM Financial Asset Management Limited,Equity Scheme - Flexi Cap Fund
109574,Franklin India Ultra Short Bond Fund (no. of segregated portfolio-1),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Ultra Short Duration Fund
109575,Franklin India Ultra Short Bond Fund (no. of segregated portfolio-1),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Ultra Short Duration Fund
109576,Franklin India Ultra Short Bond Fund (no. of segregated portfolio-1),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Ultra Short Duration Fund
109617,UTI Quarterly Interval Fund - II,UTI Asset Mgmt. Co. Ltd.,Income
109618,UTI Quarterly Interval Fund - II,UTI Asset Mgmt. Co. Ltd.,Income
109679,ICICI Prudential Interval Fund - Monthly Interval Plan - I,ICICI Prudential Asset Management Company Limited,Income
109680,ICICI Prudential Interval Fund - Monthly Interval Plan - I,ICICI Prudential Asset Management Company Limited,Income
109716,Nippon India Gilt Fund,Nippon Life India Asset Management Limited,Debt Scheme - Gilt Fund
109717,Nippon India Gilt Fund,Nippon Life India Asset Management Limited,Debt Scheme - Gilt Fund
109718,Nippon India Gilt Fund,Nippon Life India Asset Management Limited,Debt Scheme - Gilt Fund
109720,Nippon India Gilt Fund,Nippon Life India Asset Management Limited,Debt Scheme - Gilt Fund
109721,Nippon India Gilt Fund,Nippon Life India Asset Management Limited,Debt Scheme - Gilt Fund
109723,Nippon India Gilt Fund,Nippon Life India Asset Management Limited,Debt Scheme - Gilt Fund
109724,Nippon India Gilt Fund,Nippon Life India Asset Management Limited,Debt Scheme - Gilt Fund
109740,ICICI Prudential Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium to Long Duration Fund
109741,ICICI Prudential Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium to Long Duration Fund
109742,ICICI Prudential Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium to Long Duration Fund
109743,ICICI Prudential Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium to Long Duration Fund
109744,ICICI Prudential Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium to Long Duration Fund
109745,ICICI Prudential Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Medium to Long Duration Fund
109830,Quant Flexi Cap Fund,quant Money Managers Limited,Equity Scheme - Flexi Cap Fund
109831,Quant Flexi Cap Fund,quant Money Managers Limited,Equity Scheme - Flexi Cap Fund
109854,ICICI Prudential Interval Fund II - Quarterly Interval Plan - C,ICICI Prudential Asset Management Company Limited,Income
109855,ICICI Prudential Interval Fund II - Quarterly Interval Plan - C,ICICI Prudential Asset Management Company Limited,Income
110013,ICICI Prudential Interval Fund II - Quarterly Interval Plan - D,ICICI Prudential Asset Management Company Limited,Income
110014,ICICI Prudential Interval Fund II - Quarterly Interval Plan - D,ICICI Prudential Asset Management Company Limited,Income
110021,UTI Quarterly Interval Fund - III,UTI Asset Mgmt. Co. Ltd.,Income
110024,UTI Quarterly Interval Fund - III,UTI Asset Mgmt. Co. Ltd.,Income
110045,ICICI Prudential Interval Fund V - Monthly Interval Plan A,ICICI Prudential Asset Management Company Limited,Income
110046,ICICI Prudential Interval Fund V - Monthly Interval Plan A,ICICI Prudential Asset Management Company Limited,Income
110047,ICICI Prudential Interval Fund V - Monthly Interval Plan A,ICICI Prudential Asset Management Company Limited,Income
110048,ICICI Prudential Interval Fund V - Monthly Interval Plan A,ICICI Prudential Asset Management Company Limited,Income
110203,ICICI Prudential Interval Fund - Quarterly Interval Plan - II,ICICI Prudential Asset Management Company Limited,Income
110204,ICICI Prudential Interval Fund - Quarterly Interval Plan - II,ICICI Prudential Asset Management Company Limited,Income
110282,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life AMC Limited,Debt Scheme - Banking and PSU Fund
110345,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,ICICI Prudential Asset Management Company Limited,Income
110346,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,ICICI Prudential Asset Management Company Limited,Income
110347,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,ICICI Prudential Asset Management Company Limited,Income
110348,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,ICICI Prudential Asset Management Company Limited,Income
110383,ICICI Prudential Interval Fund II - Quarterly Interval Plan - F,ICICI Prudential Asset Management Company Limited,Income
110384,ICICI Prudential Interval Fund II - Quarterly Interval Plan - F,ICICI Prudential Asset Management Company Limited,Income
110468,UTI - FIIF Sr-2 Quarterly Interval Plan VII,UTI Asset Mgmt. Co. Ltd.,Income
110469,UTI - FIIF Sr-2 Quarterly Interval Plan VII,UTI Asset Mgmt. Co. Ltd.,Income
110490,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life AMC Limited,Debt Scheme - Banking and PSU Fund
110555,ICICI Prudential Interval Fund - Quarterly Interval Plan - III,ICICI Prudential Asset Management Company Limited,Income
110556,ICICI Prudential Interval Fund - Quarterly Interval Plan - III,ICICI Prudential Asset Management Company Limited,Income
110575,Kotak Treasury Advantage,Kotak Mahindra Asset Management Company Limited.,Debt Scheme - Ultra Short Duration Fund
110598,BANK OF INDIA LARGE & MID CAP FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Large & Mid Cap Fund
110599,BANK OF INDIA LARGE & MID CAP FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Large & Mid Cap Fund
110601,BANK OF INDIA LARGE & MID CAP FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Large & Mid Cap Fund
110603,BANK OF INDIA LARGE & MID CAP FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Large & Mid Cap Fund
110604,BANK OF INDIA LARGE & MID CAP FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Large & Mid Cap Fund
110606,BANK OF INDIA LARGE & MID CAP FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Large & Mid Cap Fund
110607,BANK OF INDIA LARGE & MID CAP FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Large & Mid Cap Fund
110608,BANK OF INDIA LARGE & MID CAP FUND,Bank of India Investment Managers Private Limited,Equity Scheme - Large & Mid Cap Fund
110663,ICICI Prudential Interval Fund II - Quarterly Interval Plan - A,ICICI Prudential Asset Management Company Limited,Income
110664,ICICI Prudential Interval Fund II - Quarterly Interval Plan - A,ICICI Prudential Asset Management Company Limited,Income
111316,ICICI Prudential Interval Fund II - Quarterly Interval Plan - B,ICICI Prudential Asset Management Company Limited,Income
111317,ICICI Prudential Interval Fund II - Quarterly Interval Plan - B,ICICI Prudential Asset Management Company Limited,Income
111343,Bandhan Gilt Fund with  10 year constant duration Fund,Bandhan AMC Limited,Debt Scheme - Gilt Fund with 10 year constant duration
111348,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Aditya Birla Sun Life AMC Limited,Equity Scheme - Sectoral/ Thematic
111349,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Aditya Birla Sun Life AMC Limited,Equity Scheme - Sectoral/ Thematic
111405,ICICI Prudential Interval Fund - Quarterly Interval Plan - I,ICICI Prudential Asset Management Company Limited,Income
111406,ICICI Prudential Interval Fund - Quarterly Interval Plan - I,ICICI Prudential Asset Management Company Limited,Income
111436,Taurus Ultra Short Term Bond  Fund,Taurus Asset Management Company Limited,Debt Scheme - Short Duration Fund
111440,Taurus Ultra Short Term Bond  Fund,Taurus Asset Management Company Limited,Debt Scheme - Short Duration Fund
111444,Taurus Ultra Short Term Bond  Fund,Taurus Asset Management Company Limited,Debt Scheme - Short Duration Fund
111521,Aditya Birla Sun Life Dynamic Bond Fund,Aditya Birla Sun Life AMC Limited,Debt Scheme - Dynamic Bond
111522,BANDHAN Dynamic Bond Fund,Bandhan AMC Limited,Debt Scheme - Dynamic Bond
111523,BANDHAN Dynamic Bond Fund,Bandhan AMC Limited,Debt Scheme - Dynamic Bond
111524,BANDHAN Dynamic Bond Fund,Bandhan AMC Limited,Debt Scheme - Dynamic Bond
111525,Bandhan Gilt   Fund,Bandhan AMC Limited,Debt Scheme - Gilt Fund
111526,Bandhan Gilt   Fund,Bandhan AMC Limited,Debt Scheme - Gilt Fund
111527,Bandhan Gilt   Fund,Bandhan AMC Limited,Debt Scheme - Gilt Fund
111528,Bandhan Gilt   Fund,Bandhan AMC Limited,Debt Scheme - Gilt Fund
111530,IDFC Super Saver Income Fund-Investment Plan,Bandhan AMC Limited,Income
111531,IDFC Super Saver Income Fund-Investment Plan,Bandhan AMC Limited,Income
111543,ICICI Prudential Floating Interest Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Floater Fund
111544,ICICI Prudential Floating Interest Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Floater Fund
111545,ICICI Prudential Floating Interest Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Floater Fund
111546,ICICI Prudential Floating Interest Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Floater Fund
111548,Quantum ELSS Tax Saver Fund,Quantum Asset Management Company Private Limited,Equity Scheme - ELSS
111549,Quantum ELSS Tax Saver Fund,Quantum Asset Management Company Private Limited,Equity Scheme - ELSS
111550,Quantum ELSS Tax Saver Fund,Quantum Asset Management Company Private Limited,Equity Scheme - ELSS
111569,BANDHAN ELSS Tax Saver Fund,Bandhan AMC Limited,Equity Scheme - ELSS
111570,BANDHAN ELSS Tax Saver Fund,Bandhan AMC Limited,Equity Scheme - ELSS
111585,BANK OF INDIA SHORT TERM INCOME FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Short Duration Fund
111589,BANK OF INDIA SHORT TERM INCOME FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Short Duration Fund
111590,BANK OF INDIA SHORT TERM INCOME FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Short Duration Fund
111599,UTI Multi Asset Allocation Fund,UTI Asset Mgmt. Co. Ltd.,Hybrid Scheme - Multi Asset Allocation
111602,UTI Multi Asset Allocation Fund,UTI Asset Mgmt. Co. Ltd.,Hybrid Scheme - Multi Asset Allocation
111638,Edelweiss ELSS Tax Saver Fund,Edelweiss Asset Management Limited,Equity Scheme - ELSS
111639,Edelweiss ELSS Tax Saver Fund,Edelweiss Asset Management Limited,Equity Scheme - ELSS
111640,Taurus Flexi Cap Fund,Taurus Asset Management Company Limited,Equity Scheme - Flexi Cap Fund
111642,Taurus Mid Cap Fund,Taurus Asset Management Company Limited,Equity Scheme - Mid Cap Fund
111644,Mirae Asset Liquid Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Debt Scheme - Liquid Fund
111645,Mirae Asset Liquid Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Debt Scheme - Liquid Fund
111646,Mirae Asset Liquid Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Debt Scheme - Liquid Fund
111647,Mirae Asset Liquid Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Debt Scheme - Liquid Fund
111675,LIC MF Low Duration Fund,LIC Mutual Fund Asset Management Limited,Debt Scheme - Low Duration Fund
111676,LIC MF Low Duration Fund,LIC Mutual Fund Asset Management Limited,Debt Scheme - Low Duration Fund
111704,BARODA BNP PARIBAS LIQUID FUND,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Liquid Fund
111705,BARODA BNP PARIBAS LIQUID FUND,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Liquid Fund
111707,BARODA BNP PARIBAS LIQUID FUND,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Liquid Fund
111708,BANK OF INDIA ELSS TAX SAVER,Bank of India Investment Managers Private Limited,Equity Scheme - ELSS
111709,BANK OF INDIA ELSS TAX SAVER,Bank of India Investment Managers Private Limited,Equity Scheme - ELSS
111710,BANK OF INDIA ELSS TAX SAVER,Bank of India Investment Managers Private Limited,Equity Scheme - ELSS
111711,BANK OF INDIA ELSS TAX SAVER,Bank of India Investment Managers Private Limited,Equity Scheme - ELSS
111712,BANK OF INDIA CONSERVATIVE HYBRID FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Medium to Long Duration Fund
111713,BANK OF INDIA CONSERVATIVE HYBRID FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Medium to Long Duration Fund
111714,BANK OF INDIA CONSERVATIVE HYBRID FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Medium to Long Duration Fund
111715,BANK OF INDIA CONSERVATIVE HYBRID FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Medium to Long Duration Fund
111716,BANK OF INDIA CONSERVATIVE HYBRID FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Medium to Long Duration Fund
111717,BANK OF INDIA CONSERVATIVE HYBRID FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Medium to Long Duration Fund
111718,BANK OF INDIA CONSERVATIVE HYBRID FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Medium to Long Duration Fund
111722,Canara Robeco ELSS Tax Saver,Canara Robeco Asset Management Company Limited,Equity Scheme - ELSS
111743,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111744,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111745,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111746,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111747,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111748,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111749,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111750,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111751,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111752,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111753,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111754,Nippon India Low Duration Fund,Nippon Life India Asset Management Limited,Debt Scheme - Low Duration Fund
111777,Aditya Birla Sun Life Income Fund,Aditya Birla Sun Life AMC Limited,Debt Scheme - Medium to Long Duration Fund
111786,DSP Strategic Bond Fund,DSP Asset Managers Private Limited,Debt Scheme - Dynamic Bond
111787,Taurus Ethical Fund,Taurus Asset Management Company Limited,Equity Scheme - Sectoral/ Thematic
111788,Taurus Ethical Fund,Taurus Asset Management Company Limited,Equity Scheme - Sectoral/ Thematic
111793,ICICI Prudential Savings Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Low Duration Fund
111794,ICICI Prudential Savings Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Low Duration Fund
111795,ICICI Prudential Savings Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Low Duration Fund
111803,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life AMC Limited,Debt Scheme - Medium Duration Fund
111804,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life AMC Limited,Debt Scheme - Medium Duration Fund
111809,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life AMC Limited,Debt Scheme - Medium Duration Fund
111811,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life AMC Limited,Debt Scheme - Medium Duration Fund
111812,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life AMC Limited,Debt Scheme - Medium Duration Fund
111848,Aditya Birla Sun Life Dynamic Bond Fund,Aditya Birla Sun Life AMC Limited,Debt Scheme - Dynamic Bond
111881,Canara Robeco Short Term Fund,Canara Robeco Asset Management Company Limited,Income
111884,Canara Robeco Short Term Fund,Canara Robeco Asset Management Company Limited,Income
111903,Taurus Ethical Fund,Taurus Asset Management Company Limited,Equity Scheme - Sectoral/ Thematic
111935,Edelweiss Large Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large Cap Fund
111936,Edelweiss Large Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large Cap Fund
111937,Edelweiss Large Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large Cap Fund
111938,Edelweiss Large Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large Cap Fund
111939,Edelweiss Large Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large Cap Fund
111940,Edelweiss Large Cap Fund,Edelweiss Asset Management Limited,Equity Scheme - Large Cap Fund
111954,SBI Gold ETF,SBI Funds Management Limited,Other Scheme - Gold ETF
111957,ICICI Prudential Focused Equity Fund,ICICI Prudential Asset Management Company Limited,Equity Scheme - Focused Fund
111958,ICICI Prudential Focused Equity Fund,ICICI Prudential Asset Management Company Limited,Equity Scheme - Focused Fund
111960,ICICI Prudential Focused Equity Fund,ICICI Prudential Asset Management Company Limited,Equity Scheme - Focused Fund
111962,Canara Robeco Dynamic Bond Fund,Canara Robeco Asset Management Company Limited,Debt Scheme - Dynamic Bond
111963,Canara Robeco Dynamic Bond Fund,Canara Robeco Asset Management Company Limited,Debt Scheme - Dynamic Bond
111970,BANK OF INDIA ULTRA SHORT DURATION FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Ultra Short Duration Fund
111971,BANK OF INDIA LIQUID FUND,Bank of India Investment Managers Private Limited,Debt Scheme - Liquid Fund
111972,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111976,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111977,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111978,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111979,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111980,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111982,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111985,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111987,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111988,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111989,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111990,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111991,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111992,ICICI Prudential Corporate Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Corporate Bond Fund
111996,ICICI Prudential Dynamic Bond Fund,ICICI Prudential Asset Management Company Limited,Income
111997,ICICI Prudential Dynamic Bond Fund,ICICI Prudential Asset Management Company Limited,Income
111998,ICICI Prudential Dynamic Bond Fund,ICICI Prudential Asset Management Company Limited,Income
112002,ICICI Prudential Dynamic Bond Fund,ICICI Prudential Asset Management Company Limited,Income
112005,ICICI Prudential Dynamic Bond Fund,ICICI Prudential Asset Management Company Limited,Income
112012,Edelweiss Aggressive Hybrid Fund,Edelweiss Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
112013,Edelweiss Aggressive Hybrid Fund,Edelweiss Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
112014,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life AMC Limited,Debt Scheme - Liquid Fund
112016,Aditya Birla Sun Life Savings Fund,Aditya Birla Sun Life AMC Limited,Debt Scheme - Ultra Short Duration Fund
112030,Baroda Treasury Advantage Fund,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Low Duration Fund
112036,Sahara Super 20 Fund,Sahara Asset Management Company Private Limited,Growth
112037,Sahara Super 20 Fund,Sahara Asset Management Company Private Limited,Growth
112038,Quantum Diversified Equity All Cap Active FOF,Quantum Asset Management Company Private Limited,Other Scheme - FoF Domestic
112039,Quantum Diversified Equity All Cap Active FOF,Quantum Asset Management Company Private Limited,Other Scheme - FoF Domestic
112076,UTI - Money Market Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Money Market Fund
112077,UTI - Money Market Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Money Market Fund
112082,UTI Ultra Short Duration Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Ultra Short Duration Fund
112083,UTI Ultra Short Duration Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Ultra Short Duration Fund
112087,ADITYA BIRLA SUN LIFE ARBITRAGE FUND,Aditya Birla Sun Life AMC Limited,Hybrid Scheme - Arbitrage Fund
112088,ADITYA BIRLA SUN LIFE ARBITRAGE FUND,Aditya Birla Sun Life AMC Limited,Hybrid Scheme - Arbitrage Fund
112089,Kotak Flexicap Fund,Kotak Mahindra Asset Management Company Limited.,Equity Scheme - Flexi Cap Fund
112090,Kotak Flexicap Fund,Kotak Mahindra Asset Management Company Limited.,Equity Scheme - Flexi Cap Fund
112092,Franklin Build India Fund,Franklin Templeton Asset Management (India) Private Limited,Equity Scheme - Sectoral/ Thematic
112093,Franklin Build India Fund,Franklin Templeton Asset Management (India) Private Limited,Equity Scheme - Sectoral/ Thematic
112094,ICICI Prudential All Seasons Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Dynamic Bond
112096,ICICI Prudential All Seasons Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Dynamic Bond
112097,ICICI Prudential All Seasons Bond Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Dynamic Bond
112098,Invesco India Largecap Fund,Invesco Asset Management (India) Private Limited,Equity Scheme - Large Cap Fund
112099,Invesco India Largecap Fund,Invesco Asset Management (India) Private Limited,Equity Scheme - Large Cap Fund
112100,ICICI Prudential R.I.G.H.T (Rewards of Investing & Generation of Healthy Tax-Savings) Fund,ICICI Prudential Asset Management Company Limited,ELSS
112101,ICICI Prudential R.I.G.H.T (Rewards of Investing & Generation of Healthy Tax-Savings) Fund,ICICI Prudential Asset Management Company Limited,ELSS
112104,Sahara Star Value Fund,Sahara Asset Management Company Private Limited,Growth
112105,Sahara Star Value Fund,Sahara Asset Management Company Private Limited,Growth
112108,Edelweiss Aggressive Hybrid Fund,Edelweiss Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
112109,Edelweiss Aggressive Hybrid Fund,Edelweiss Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
112117,Edelweiss Balanced Advantage Fund,Edelweiss Asset Management Limited,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
112118,Edelweiss Balanced Advantage Fund,Edelweiss Asset Management Limited,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage
112119,ICICI Prudential Liquid Fund -,ICICI Prudential Asset Management Company Limited,Debt Scheme - Liquid Fund
112120,Invesco India Money Market Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Money Market Fund
112121,Invesco India Money Market Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Money Market Fund
112122,Invesco India Money Market Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Money Market Fund
112123,Invesco India Money Market Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Money Market Fund
112124,Invesco India Money Market Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Money Market Fund
112125,Invesco India Money Market Fund,Invesco Asset Management (India) Private Limited,Debt Scheme - Money Market Fund
112126,DSP Global Clean Energy Overseas Equity Omni FoF,DSP Asset Managers Private Limited,Other Scheme - FoF Overseas
112127,DSP Global Clean Energy Overseas Equity Omni FoF,DSP Asset Managers Private Limited,Other Scheme - FoF Overseas
112152,Canara Robeco Consumption Fund,Canara Robeco Asset Management Company Limited,Equity Scheme - Sectoral/ Thematic
112153,Canara Robeco Consumption Fund,Canara Robeco Asset Management Company Limited,Equity Scheme - Sectoral/ Thematic
112171,Invesco India PSU Equity Fund,Invesco Asset Management (India) Private Limited,Equity Scheme - Sectoral/ Thematic
112172,Invesco India PSU Equity Fund,Invesco Asset Management (India) Private Limited,Equity Scheme - Sectoral/ Thematic
112173,Invesco India PSU Equity Fund,Invesco Asset Management (India) Private Limited,Equity Scheme - Sectoral/ Thematic
112210,Axis Liquid Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Liquid Fund
112211,Axis Liquid Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Liquid Fund
112212,Axis Liquid Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Liquid Fund
112213,Axis Liquid Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Liquid Fund
112214,Axis Treasury Advantage Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Low Duration Fund
112215,Axis Treasury Advantage Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Low Duration Fund
112216,Axis Treasury Advantage Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Low Duration Fund
112217,Axis Treasury Advantage Fund,Axis Asset Management Co. Ltd.,Debt Scheme - Low Duration Fund
112218,Tata Value Fund,Tata Asset Management Limited,Equity Scheme - Value Fund
112277,Axis Large Cap Fund,Axis Asset Management Co. Ltd.,Equity Scheme - Large Cap Fund
112278,Axis Large Cap Fund,Axis Asset Management Co. Ltd.,Equity Scheme - Large Cap Fund
112290,ICICI Prudential Interval Fund - Half Yearly Interval Plan - II,ICICI Prudential Asset Management Company Limited,Income
112291,ICICI Prudential Interval Fund - Half Yearly Interval Plan - II,ICICI Prudential Asset Management Company Limited,Income
112293,DSP World Mining Overseas Equity Omni FoF,DSP Asset Managers Private Limited,Other Scheme - FoF Overseas
112304,Franklin India Income Opportunities Fund (no. of segregated portfolios- 2),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Medium Duration Fund
112305,Franklin India Income Opportunities Fund (no. of segregated portfolios- 2),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Medium Duration Fund
112316,IDFC Fixed Maturity Plan  Seventeen Month Series 1,Bandhan AMC Limited,Income
112322,Axis ELSS Tax Saver Fund,Axis Asset Management Co. Ltd.,Equity Scheme - ELSS
112323,Axis ELSS Tax Saver Fund,Axis Asset Management Co. Ltd.,Equity Scheme - ELSS
112327,Bandhan Conservative Hybrid Passive FOF,Bandhan AMC Limited,Other Scheme - FoF Domestic
112328,Bandhan Conservative Hybrid Passive FOF,Bandhan AMC Limited,Other Scheme - FoF Domestic
112329,Bandhan Multi-Asset Passive FOF,Bandhan AMC Limited,Other Scheme - FoF Domestic
