scheme_code,aum
119083,0.1298
119084,0.004
119086,0.0104
119087,0.0003
119088,103.8969
119089,688.0799000000001
119090,61.7192
119091,48461.8788
119092,22245.5421
119093,16.7442
119094,3.5248000000000004
119095,7.6903
119096,519.7651999999999
119099,1020.1905
119100,0.3611999999999999
119101,0.596
119106,6961.6117
119107,0.0395
119108,0.0326
119109,14.051099999999998
119110,9001.3128
119115,4.9297
119116,1627.4955
119118,566.2236
119119,19.7877
119120,15.6512
119123,12.9186
119124,10.663900000000002
119125,18228.8348
119128,1850.8919
119129,21.5319
119130,20.2521
119131,879.0747
119132,4943.9023
119133,34.3512
119134,0.8588
119135,145.767
119136,0.0939
119137,1.2984
119138,0.1293
119139,1.1556
119159,15.2181
119160,427.9418
119161,0.0778
119162,0.1396
119163,0.0212
119164,59.2954
119171,31.8349
119172,1377.7584
119177,15.9199
119178,597.2443
119201,27.6649
119202,936.13
119203,0.4366
119204,0.0739
119205,1766.0132999999998
119206,0.0654
119207,1.0785
119212,4031.1758
119213,26.7958
119218,3220.8044
119219,35.4594
119222,0.1674
119223,0.011
119224,0.0677
119226,3091.7977
119231,2175.8755
119232,11.0223
119233,13.4452
119236,0.1419
119238,1.4450999999999998
119239,517.2196
119241,108.5731
119242,4508.2822
119243,298.837
119244,10.5815
119247,800.3633
119248,11.8072
119249,12.2156
119250,1862.6847
119251,267.4993
119252,496.0957
119253,2.6502
119254,0.0018
119255,318.682
119256,36.2932
119275,62.9699
119276,0.21
119277,945.0655
119278,117.6187
119279,59.8686
119280,0.8222
119281,41.6423
119287,300.5383
119288,1196.4335
119292,84.78469999999999
119293,0.5859000000000001
119300,0.0024
119301,105.6965
119302,0.2536
119303,6505.5627
119304,0.0245
119305,0.2529
119306,1.2583
119307,27.928
119310,0.0183
119311,28.0819
119312,13.4382
119333,11.2005
119334,0.146
119340,0.009
119341,757.5081
119346,0.5403
119349,0.2201
119350,45.71020000000001
119351,511.2468
119352,12.5105
119353,8.2456
119354,338.69010000000003
119363,2.1416
119364,125.8467
119365,1.4567
119368,7.0461
119369,1419.5196
119370,0.2692
119379,88.43440000000001
119380,0.0093999999999999
119381,0.0013
119382,151.7208
119383,1.0761
119384,0.2619
119393,9.2204
119394,0.1747
119395,0.1379
119396,0.0301
119399,0.1267
119400,132.9023
119414,89.99680000000001
119415,11754.8391
119416,0.1417
119421,7.5728
119424,31574.1448
119433,20.2082
119436,726.7203999999999
119496,0.6297999999999999
119497,1.1104
119498,7221.604399999999
119499,125.0189
119500,5.6275
119501,13975.7264
119502,0.9376
119503,0.5352
119505,901.9632
119506,15.0746
119507,135.4288
119511,21974.3854
119512,1.0185
119513,3.3317
119514,149.3136
119515,5.630800000000001
119516,2.7153
119517,79.8293
119522,0.5805
119523,7241.140600000001
119524,1.0225
119525,20.7231
119526,18303.4524
119527,159.5839
119528,5796.0612
119532,2.5780000000000003
119533,21002.2346
119538,3.8225
119539,1383.7413
119540,2.6047
119541,5.354
119543,125.3353
119544,2742.0424
119548,15.9385
119549,43.278
119550,6769.0961
119551,4.0189
119552,1.5917
119553,8.305900000000001
119556,692.9611
119557,11.5982
119563,23.2127
119564,1461.5237
119565,24.8443
119566,1153.3355
119567,41.489
119568,42083.043
119569,125.5933
119570,9.2441
119571,4729.129
119574,24392.9229
119581,1176.7452
119582,42.3917
119585,349.79330000000004
119588,9.2941
119589,298.3184
119590,9.6864
119591,737.2014
119594,7.5055
119595,148.1735
119596,1.7131
119597,224.7878
119598,15786.4069
119601,1.0647
119602,23.1623
119604,179.1338
119605,1153.9294
119606,1.3522
119609,4784.4393
119613,4.4581
119619,13.8995
119620,735.9836
119621,425.4345
119625,165.4523
119626,0.1613
119630,0.3101
119635,2.77
119637,0.2357
119646,564.8364
119647,12.0751
119648,970.4457
119649,3.3867000000000003
119655,0.358
119657,1162.8102
119658,10.796
119659,676.6678999999999
119670,4.5124
119671,1423.114
119672,0.0436
119675,2.7676
119695,11.9645
119700,789.4319
119705,205.6953
119706,10.0215
119707,7466.8312
119708,25.1657
119709,999.0325
119710,21.9641
119711,567.0004
119712,0.0011
119713,1.7948
119714,683.9113000000001
119715,109.1544
119716,4778.9598
119717,659.2995
119718,5959.1098
119719,30.665
119720,597.545
119721,6972.6601
119722,228.4971
119723,5112.721
119724,374.1527
119727,12459.9144
119730,30.9888
119731,34.8502
119732,3578.2253
119733,25.8012
119734,0.5175
119735,1347.3646
119739,14817.9266
119740,0.2512999999999999
119741,107.1718
119746,28865.4798
119747,70.1959
119750,13761.8972
119751,7.6671
119753,2.8959
119755,1368.3029
119757,13.9278
119758,3.1138
119759,1981.8193
119764,43.6104
119766,34355.3004
119767,23.5265
119768,9.6588
119769,1846.4161
119770,38.3951
119771,43486.83
119772,24.8155
119773,1189.5711
119774,82.0078
119775,14901.5609
119776,7.170599999999999
119777,640.0055
119778,2.5696
119779,348.3429
119780,10.6915
119781,2230.0278
119782,38.5735
119783,1268.929
119784,15.6403
119788,7700.937800000001
119789,66.9387
119792,0.1502
119793,0.511
119798,314.6265
119799,8.7903
119800,56876.6303
119804,11.5343
119805,296.3393
119810,51.1976
119811,0.8206
119812,10663.0979
119813,1.6715
119815,0.9968
119816,13592.2751
119817,0.6279
119818,16.040399999999998
119819,0.5935
119820,2.9126
119821,27212.0131
119822,1.4152
119823,0.753
119824,3287.2051
119825,5.693
119826,47.0184
119827,9607.2894
119828,10367.9488
119829,43.1563
119831,66.06439999999999
119832,3.5431
119833,27216.1396
119834,103.4781
119835,14195.6904
119836,4.3642
119837,4.1401
119838,6.806699999999999
119839,1316.2209
119840,5.9711
119841,5.7976
119842,3.98
119843,2591.7682
119861,24592.8121
119862,3.4851
119863,2740.3805
119864,2.9661
119865,99.475
119949,2630.4021999999995
119950,1.0515
119953,646.8627
119954,0.7875
119957,0.5136999999999999
119958,0.315
119959,0.1367
119960,43.6003
120029,5.9547
120030,193.2593
120035,243.0196
120036,0.3603
120037,0.9022
120038,16332.6778
120039,0.3681
120040,0.8008
120043,135.2014
120044,0.4521
120045,20.7152
120046,416.0889
120059,14.6801
120073,15.6872
120074,0.327
120075,0.0955
120084,13.066
120086,0.0866
120101,0.0124
120136,3.9469
120137,1289.7401
120152,2740.883
120153,24.039
120154,1188.0126
120155,34.359
120157,39.1181
120158,7359.2049
120163,37.8873
120164,4775.2114
120165,116.1016
120166,17271.1904
120185,24.2582
120186,1657.3938
120188,159.1531
120190,35.0818
120191,5.356
120197,41052.2353
120209,7.6139
120211,25969.761400000003
120212,1.4743000000000002
120216,0.3101
120242,114.9759
120243,0.8284999999999999
120244,5432.088299999999
120245,20.8672
120248,155.386
120249,12169.2164
120251,12527.3069
120252,121.9736
120256,6735.7304
120258,4.2373
120259,0.3936
120260,3.0646
120261,30.5541
120263,2.1679
120264,70.7718
120267,294.1346
120268,2.4113
120269,4.6169
120270,100.9482
120274,0.0178
120275,0.0174
120276,4.4527
120277,0.1657
120278,1.1048
120279,87.87719999999999
120282,18.5529
120283,0.0652
120285,1.0656
120299,13345.1891
120304,23637.3287
120307,181.6952
120308,60.8474
120309,4.1332
120312,1.3698
120313,2128.3095000000003
120314,4.6068
120315,1521.2157
120316,0.6143
120317,0.3534
120318,0.0134
120322,182.2903
120323,18821.5597
120332,5.442
120333,155.1203
120334,16898.4424
120335,159.366
120336,0.0287
120337,0.8994
120338,1653.3944
120339,0.0778
120348,6119.0389000000005
120349,23.812600000000003
120350,2.457
120351,398.6456
120356,11.6536
120357,2129.8139
120364,19246.6231
120365,33.3273
120376,84.37549999999999
120377,15802.547
120380,10.6139
120381,952.8862
120384,1.6266999999999998
120385,370.732
120388,63.4833
120389,35943.2643
120390,4.1989
120391,9.9262
120392,281.8399
120393,8.4412
120394,4.7269
120395,609.831
120396,17.3822
120397,10.6032
120398,21665.212000000003
120399,0.8426
120400,10.468800000000002
120401,20359.8703
120402,19.5232
120403,3188.1088
120404,4.6542
120405,553.4112
120406,2435.5811
120407,0.0155
120408,0.1681
120411,10.1192
120412,5.3801
120413,300.03950000000003
120416,378.1096
120417,8.2583
120423,1.4713
120424,2.2168
120425,2712.8897
120426,0.9612
120430,21.9596
120431,0.0825
120432,0.0182
120433,0.001
120434,0.0259
120435,47.3539
120436,0.972
120437,1.3769
120438,9533.4351
120439,1.0485
120443,0.009
120444,67.2036
120445,0.1286
120447,470.2472
120448,0.2055
120449,0.0509
120450,0.2236
120451,747.4452
120452,0.4647
120465,12321.6967
120466,85.8099
120467,12.2339
120468,2696.3418
120472,11.9899
120473,1518.1056
120474,0.5655
120475,1092.4465
120476,0.6171
120477,0.0348
120478,0.051
120479,0.1943
120480,15.6044
120481,0.0676
120482,291.23740000000004
120483,0.7837999999999999
120484,159.05440000000002
120485,1.2724
120486,168.4522
120487,1.0321
120488,35.9225
120489,0.1868
120490,91.4505
120491,14.8647
120492,2303.4806
120493,1.1744
120494,37.4887
120496,0.0538
120497,5774.5822
120499,0.5176
120500,0.0592
120501,0.0243999999999999
120502,122.7528
120503,9725.6152
120504,48.463
120505,10700.7003
120506,0.1274
120507,5333.8853
120508,0.0282
120509,0.1052
120510,9291.2452
120511,3.0187
120512,0.5034000000000001
120513,5088.271
120514,0.7807999999999999
120515,1.2582
120516,0.2782
120517,925.674
120518,57.779
120519,0.0203
120520,179.8
120521,0.0081
120522,0.0108
120523,6.6783
120524,219.4826
120530,3.6186
120531,195.0585
120534,0.0991
120535,0.3029
120536,0.3433
120537,14884.411499999998
120538,50.735
120539,1334.2218
120541,842.7902
120542,0.1247
120543,0.1182
120544,0.0504999999999999
120545,6.6101
120546,537.3686
120550,10.1677
120558,11.7083
120559,0.038
120560,866.5294
120561,0.0277
120562,0.0078
120563,0.0356
120564,5304.3652
120565,45.5167
120566,0.0252
120567,0.5952000000000001
120568,0.0037
120570,1524.7305
120571,0.0034999999999999
120575,723.0536
120576,2053.501
120577,2698.246
120578,1820.0262
120579,80.968
120585,186.5025
120586,24865.6975
120587,874.9112
120588,9.313
120589,8.6734
120590,6954.1014000000005
120591,1690.5064000000002
120592,1729.5055
120593,88.2448
120594,9458.0576
120595,57.2584
120596,7883.3012
120597,86.3496
120598,30.6657
120599,3258.7028000000005
120600,10.8655
120601,1.9062
120602,10.5626
120603,9108.5136
120604,3.2493
120613,1.491
120614,3.0568
120615,13.6915
120616,801.5103
120617,1.0474
120618,0.2478999999999999
120619,1812.9868
120620,12299.0485
120621,3745.841
120622,24.1681
120656,1380.5522
120657,141.9468
120662,2819.0019
120663,59.6046
120664,11.3491
120665,517.8872
120670,2232.1509
120671,3.8609
120673,40.8973
120674,533.2578
120675,0.7996
120676,9965.8639
120677,102.6969
120679,2816.8385
120680,0.2628
120681,51.9324
120682,277.4235
120683,42.6267
120684,5894.2498
120685,2906.7433
120686,15.7303
120687,5.0343
120688,482.3189
120689,74.1468
120690,0.6422
120692,27450.29
120694,3.5133
120697,3.5613
120700,879.0153
120702,40.3392
120703,0.4767
120705,378.5484
120709,3.636
120711,2047.7684
120714,28.8351
120715,326.5922
120716,20780.465
120717,245.8299
120718,2300.6263
120719,2.7553
120722,4730.7731
120723,23.6808
120724,60.283
120725,0.1993
120726,1241.1299
120727,51.9812
120728,61.756400000000006
120729,6.0312
120730,17.423299999999998
120731,559.5326
120732,7.0901
120733,175.2952
120734,0.2567
120735,970.7603
120736,0.631
120737,2.0414
120739,1.3183
120743,401.1695
120744,0.2974
120745,0.3308
120746,2070.0359
120747,0.8073999999999999
120749,202.7715
120750,40.4225
120751,862.1346000000001
120752,52.5426
120754,14672.7205
120755,10.798699999999998
120760,813.3286999999999
120761,5.9689
120762,140.5547
120763,1.2193
120764,43.6307
120765,0.285
120766,217.8807
120771,254.4656
120772,1.2874
120777,0.3411999999999999
120778,2.511
120779,131.91549999999998
120780,14.6659
120781,0.7432
120782,138.0418
120783,6.4014
120784,147.5349
120785,4617.9087
120786,0.466
120789,2.5024
120790,1.3127000000000002
120791,0.6097
120792,333.56080000000003
120793,0.1496
120794,0.6729999999999999
120795,6772.7753
120796,59.2546
120818,7.0552
120819,739.8510000000001
120820,18.444000000000003
120821,2257.6169
120822,45.4905
120823,3423.8373
120825,15.1007
120826,1297.1073
120827,179.5744
120828,20161.9055
120832,26.1529
120833,2115.5929
120834,369.1669
120835,2.9763
120836,0.6509
120837,814.4336999999999
120838,1.5930000000000002
120839,2.2487
120840,36.9669
120841,4492.2101
120842,21.000100000000003
120843,3144.8367
120846,124.87709999999998
120847,9240.7456
120870,12.6589
121109,120715.2468
121146,318.316
121279,8384.7787
121280,4101.844099999999
121281,0.1734
121282,3.1935
121366,37428.974
121891,0.8168000000000001
121892,0.206
121931,0.1022
121932,4.3246
121933,0.511
121934,0.4527
121935,0.3322
121936,0.032
121937,1.2238
121938,0.7277
121940,1.2392
121944,2.4652000000000003
122168,847.7409
122236,30.0044
122387,916.5213
122388,16.5734
122389,502.9339
122390,3.2401
122443,12.3961
122444,0.1305
122531,10.9302
122612,318.5015
122618,0.2035
122639,88403.898
122640,45018.6955
122643,1.7986000000000002
122644,1252.0625
122645,0.2303
122646,12153.8394
122647,0.6839
122648,0.239
122649,0.1754
122650,45.8233
122651,12.8679
122711,0.1152
122712,0.4800999999999999
122715,298.5299
122717,1.6596000000000002
122719,0.1244
122720,0.2141
122721,0.0098
122748,0.6616
122765,111.1082
122766,4.7102
122868,0.119
122904,0.2589
122982,0.6481999999999999
122995,1.4386
123004,153.5385
123287,0.1778
123288,18.314
123646,5.0945
123651,56.8459
123652,0.3102
123653,0.9251
123654,28.9044
123663,0.079
123690,2103.2439
123691,3.0912
123692,0.6455
123693,3322.7201
123704,81.8172
123705,0.0056
123706,0.019
123707,0.0204
123708,19.3258
123709,0.0813
123710,0.0007
123711,0.0229
124172,628.5227
124173,0.0183
124174,0.3898
124175,3061.0163
124176,0.1223
124178,0.2268
124179,0.037
124180,0.1725
124182,0.0081999999999999
124183,0.0019
124233,399.0626
124234,68.6755
124265,0.2727
124266,0.1305
124303,0.0445
124305,0.053
124306,0.2671
124308,0.1399
124310,0.5088
124311,0.0040999999999999
124312,0.0378
124313,0.0105
124315,0.1106
124316,0.2282999999999999
124589,2.2281
124590,0.0604
124832,16.738
124833,8.4287
124962,0.1737999999999999
125045,0.4997999999999999
125259,70.3208
125264,0.5991
125265,0.8479000000000001
125266,0.7852
125267,0.6862999999999999
125268,1.6316
125269,1.5409
125301,30.7683
125305,6521.4051
125306,20.6997
125307,4142.0031
125337,0.1033999999999999
125342,0.2846
125343,0.0065
125345,1147.1603
125349,0.4368
125350,10878.5524
125351,51.25149999999999
125352,69.9373
125354,14598.8175
125494,22555.6034
125495,113.5135
125496,114.7022
125497,11702.4962
125498,1234.0132
125499,1.6551
125500,0.3365999999999999
125501,2.5272
125502,1.1156
125503,2791.056
125504,0.4274
125505,6.1371
125595,3037.5439
125596,58.7638
125597,480.0008
125598,8.963099999999999
125711,7.0587
125712,0.0665
125713,40.1358
125714,1.744
126350,0.8989
126351,63.819
126352,1.2178
126353,93.708
126389,0.0022
126391,1.1037
126392,31.1181
126393,783.4773
126394,2873.9746
126685,14.798
126686,0.1479
126687,94.9003
126688,0.3123
126939,217.2365
126940,861.0258
126941,5.8724
126942,0.2312999999999999
127039,13763.6875
127040,84.86
127042,20533.5216
127044,47.5989
127070,0.6385000000000001
127071,50.32
127072,0.3436
127073,13.9846
127470,1.34
127471,0.0611
127849,125.5265
127850,13.8552
127851,5.4503
127852,0.1807
128006,745.909
128009,1222.701
128050,2.3543000000000003
128051,2590.9376
128052,16.1306
128053,4257.780900000001
128078,2.7066000000000003
128079,6.8813
128331,194.8972
128626,1.8089
128627,2.3929
128628,2203.5831
128629,3373.3423
128639,70.4286
128820,22.8264
128821,13.3568
129006,309.3181
129008,169.0833
129046,5662.8366000000005
129047,21.3447
129048,7240.9126
129049,101.7331
129051,24.4388
129052,16339.3872
129054,5.7696000000000005
129065,39.6021
129187,41.5146
129188,176.9328
129189,0.9542
129190,0.5328
129191,75.6363
129192,4.3071
129193,5.3188
129194,0.0993
129195,205.3685
129196,1.1236
129197,386.9446
129198,0.0322
129199,0.6975
129200,3.1217
129201,0.2552
129210,117.6176
129211,1.8943
129212,30.832
129213,776.9060000000001
129309,39.7148
129310,5272.698
129311,68.20020000000001
129312,978.7636
129436,3.9453
129437,0.9652
129646,1.1655
129647,1607.5675
129648,4.3887
129649,108.1142
130013,0.426
130037,71.0254
130050,65.9685
130052,0.0044
130053,0.7545000000000001
130054,0.2891
130055,0.2678999999999999
130056,0.6434000000000001
130205,3936.6917
130206,11536.113899999998
130207,7.4398
130209,6.2342
130309,311.1151
130310,0.3544
130311,0.0345
130312,0.447
130313,1.7785
130314,48.697
130490,1.0633
130491,0.2876
130492,189.02
130493,1507.4423000000002
130496,22359.3382
130497,335.48
130498,5232.3027
130499,97.6856
130501,216.4531
130502,23368.996
130503,12932.1651
130504,91.3869
130533,336.8512
130540,4.8463
130543,2028.4988
130547,1.1666
130603,0.2812
130604,0.005
130721,128.2827
130722,30.1397
130723,0.2887
130724,0.4577
130725,0.0319
130726,0.0489
130771,2495.7552
130773,6293.6754
130774,117.9262
130776,9.5933
130787,0.0105
130858,0.005
130859,0.499
130860,226.3735
130861,0.0162
130863,61.985200000000006
130864,0.6823
130904,0.0093999999999999
131051,707.6505000000001
131054,2.131
131057,0.9808
131061,1810.5519
131297,27.9874
131298,0.12
131299,0.0124
131301,25.6281
131302,0.0453
131303,0.0423
131304,0.2794
131331,23469.2213
131354,24.4173
131355,255.2171
131356,1.4713999999999998
131357,1938.618
131372,6101.7712
131373,3507.5532000000003
131374,85.9491
131375,8.3938
131382,0.3907
131383,0.1536
131384,1.2821
131385,0.4454
131386,0.0273
131387,0.0242
131388,0.0992
131389,0.0670999999999999
131390,0.1607999999999999
131391,0.1438
131394,0.0953999999999999
131395,0.4096
131396,0.0210999999999999
131397,0.1344999999999999
131398,0.0172
131399,0.0351
131418,0.8038
131419,0.0565
131424,0.0347
131425,0.0366
131444,0.7356
131445,0.332
131452,0.2942
131453,0.0823
131476,1.1213
131477,0.8231
131480,0.7756000000000001
131481,1.0336
131511,0.2097
131512,0.0103
131547,0.7977
131548,0.7021
131578,2640.0119
131579,25.7743
131580,4106.9472
131581,5.6276
131665,214.668
131666,7343.8526
131670,1343.9119
131671,19.8981
131863,3.1418
131864,301.9708
131865,27.5821
131866,0.355
131895,1.2762
131896,118.5324
131897,0.2397
131898,1053.8187
132003,4.0824
132005,150.4821
132009,51.4879
132010,0.1903999999999999
132138,191.9335
132139,1.2885
132140,61.3051
132141,0.3155
132174,30.6286
132175,4.4625
132178,10.3971
132179,1.6191
132180,192.7344
132181,11.9937
132183,4.7822000000000005
132184,0.0552
132185,5.1316
132186,24.4338
132187,0.5546
132189,0.0455
132756,1089.0339
132757,3007.7927
132848,7.0653
132849,6.6085
132852,1.8507
132853,0.9359
132871,0.76
132873,0.518
132917,1.6356
132918,1.5621
132987,72.3841
132988,3.2831
132989,41.1341
132990,0.7175
132995,495.5156
132996,1.4993
132997,14.5179
132998,539.615
133035,951.0349
133036,7193.8825
133051,8766.513
133052,13.1869
133053,42.525200000000005
133054,9063.2498
133059,0.032
133122,6162.934300000001
133127,0.002
133130,0.0865
133147,2.4752
133148,5.649299999999999
133180,0.255
133265,0.036
133280,0.0546
133307,2293.6784
133344,0.1089
133365,1.4511
133366,1.1452
133367,6.3173
133368,9.8318
133369,0.3804999999999999
133370,0.5566
133383,42.7839
133384,17.729400000000002
133385,2672.264
133386,1453.4633
133387,0.1723
133390,0.0495
133395,2.3288
133402,0.3333
133404,0.5991
133405,0.4683
133406,0.6775
133408,0.1789
133412,0.8073999999999999
133414,0.01
133445,1.0586
133446,0.12
133469,0.2345
133484,127.7328
133486,142.5204
133488,39.5963
133513,981.9132
133514,3.7474
133515,28.2405
133516,59.67850000000001
133517,1.4507
133518,0.372
133520,0.1341
133524,0.1568
133565,2927.0828
133566,5.2047
133567,28.6705
133568,120.6323
133569,19.4387
133570,1.5829
133571,4.6769
133572,119.147
133628,0.0227
133629,0.0214
133630,0.1141
133631,3.2775
133679,0.3065
133680,0.2227
133681,0.055
133682,0.0621
133709,4.9147
133710,563.9938
133711,2383.8331
133712,30.7632
133733,0.1778
133782,3177.4861
133787,1.5065
133791,13978.468400000002
133792,1.1145
133796,1337.9788
133799,33.7364
133800,9.0178
133801,876.7175
133805,4996.6294
133809,19.227
133810,10022.7473
133812,243.3662
133836,4066.3791
133837,6.0422
133838,10.205
133839,1872.2552
133852,0.3818999999999999
133857,32.9611
133858,5250.029200000001
133859,4937.5034000000005
133860,71.6612
133865,11.3145
133866,9.4317
133867,77.4167
133868,28.3034
133869,0.3026
133872,0.1448
133873,0.4379999999999999
133894,1.1012
133895,2.1704
133908,0.8440000000000001
133919,0.2319
133920,0.0555
133921,0.0161
133922,0.0156
133923,1.1382
133924,0.0132
133925,4209.0668
133926,1332.8239999999998
133927,0.6633
133928,0.0332
133971,0.2432
133972,0.0213
133973,0.9122
133974,3.928
133975,1.2349
134008,3910.676
134013,2799.0261
134014,9.6713
134015,6.2191
134016,238.9996
134017,26.3052
134026,0.1677
134383,760.7299
134385,2.7698
134386,2.7601
134387,388.6315
134388,0.0179
134427,0.7339
134484,0.7149
134493,0.1987
134494,98.5788
134495,0.083
134498,0.0137
134499,23.7042
134500,0.0075
134501,0.0116999999999999
134502,0.0028
134503,14.6997
134504,0.0163999999999999
134505,0.0036
134506,0.001
134517,2.0463
134545,1009.9808
134547,4340.0775
134548,12.3034
134549,0.4628
134550,0.2573
134551,0.2062
134552,0.0068
134553,0.0283999999999999
134554,0.8184999999999999
134555,0.4525
134556,0.0868
134593,613.8146
134594,284.8872
134595,0.0091
134596,3.9836
134597,0.3567
134598,5.7324
134599,0.7716
134600,5.3287
134601,0.2269999999999999
134602,0.0174
134639,18.8651
134640,2.3643
134641,32.751
134642,14.9607
134643,1052.1618
134644,4630.952
134763,0.0223
134782,152.8626
134788,0.2713
134799,0.0001
134813,1832.6794
134814,10.5589
134815,7368.9158
134816,131.96370000000002
134846,23.8193
134847,19.4338
134863,48.0638
134864,9.1438
134865,1.1994
134867,4.5819
134868,18.4842
134869,28.9791
134870,2.6453
134871,13.974200000000002
134872,167.1692
134873,11.3952
134874,49.5512
134875,1.7061000000000002
134876,0.4861999999999999
134877,0.2873
134878,0.0025
134879,0.243
134880,0.1843
134881,2.1545
134882,0.0202
134883,0.2255
134884,1.3159
134885,0.5112
134886,2.9486000000000003
134887,8.9467
134922,401.8334
134923,299.0552
134924,5.7398
134925,6.5162
134954,1.4041
134955,0.4955
134958,0.545
134959,0.3486999999999999
134960,23.9586
134961,0.6185
134972,0.1865
134973,0.2651
134998,0.0479
135051,0.1015
135106,210783.0749
135120,131.5263
135121,1.4206
135122,740.5747
135123,14.5832
135124,0.4347999999999999
135125,9.0075
135167,0.2496999999999999
135168,0.0525
135169,0.03
135170,0.0040999999999999
135171,0.002
135172,0.0097
135173,12.481
135174,0.0073
135191,0.2894
135290,0.1543999999999999
135320,68362.99530000001
135321,53198.6671
135336,0.1703
135341,49.1585
135342,0.1576
135343,15.6408
135344,0.2161
135371,0.1823999999999999
135390,24.4523
135391,55.5641
135418,0.0003
135419,0.0029
135497,0.1959
135500,242.9394
135501,9.792
135536,0.1528999999999999
135581,2.1808
135598,562.8241
135599,41.3091
135600,1.8199
135601,115.4334
135606,0.0988
135607,887.1744
135652,1.42
135653,0.2959
135654,8.4365
135655,39.5107
135672,746.7525999999999
135677,57.8145
135678,232.28080000000003
135679,0.6091
135680,5.6454
135681,0.0616
135682,0.4106
135683,3.0548
135684,8.1884
135721,4.268
135744,84.6076
135759,739.2594
135760,2.382
135761,2.9083
135762,15.1811
135763,0.1744
135764,5.6339
135765,0.0412
135766,128.3352
135781,13628.7624
135782,84.14200000000001
135783,194.5693
135784,11882.2186
135793,921.0857
135794,2205.6968
135797,4959.1299
135800,5755.7337
135804,1920.981
135805,514.8831
135808,12.9423
135810,396.1257
135812,845.5260000000001
135813,386.304
135815,811.4861999999999
135853,5115.7646
135854,532.4861
135914,2465.2446
135915,1.3248
135916,12099.8538
135917,0.2817
135977,0.02
135978,0.004
135979,0.2507999999999999
135980,0.1796
135981,0.3952
135982,2.1138
135983,1.0006
136004,54.1829
136005,6.3465
136006,0.413
136007,2.6082
136090,5477.7446
136094,1383.2247
136110,0.0507
136111,0.0552
136112,0.0629
136113,240.2726
136114,74.7942
136302,0.0027
136345,0.0108
136463,1463.6585
136464,219.064
136465,39.8256
136466,119.6251
136473,745.4013
136563,1874.6186
136564,4.8558
136565,2.7083
136566,3.3333
136567,1900.8182
136568,0.9754
136569,0.1844
136570,0.0921
138285,0.1521
138287,0.2941
138288,78.9193
138289,0.068
138297,0.0875
138298,0.1629
138299,508.6884
138301,0.3643
138307,29.8231
138308,489.8562
138312,41.1628
138313,1.6387
138315,0.2132
138316,0.7503
138317,0.0498
138318,55.0534
138329,0.436
138330,26.7879
138331,0.0855
138332,0.4966
138341,0.3914999999999999
138342,0.0437
138343,103.6383
138344,0.0795
138358,50.7625
138359,0.1042
138361,12.6126
138362,0.0034999999999999
138369,1.0127
138371,0.0516
138372,53.6874
138375,0.0173
138376,10.0095
138377,0.5587
138381,6.839600000000001
138382,177.8448
138386,12.1361
138387,0.39
138453,282.4669
138456,893.8400999999999
138467,0.0874
138470,15.4544
138472,84.1806
138474,0.0034999999999999
138523,836.8352
138528,697.1306
138875,38.0385
138876,57.7815
138877,0.012
138878,0.0521
138883,0.9295
138887,0.0832
139181,0.0996
139198,0.6709
139199,0.2034
139200,0.0287
139201,0.0432
139202,0.773
139203,0.7415999999999999
139204,0.104
139205,0.6063000000000001
139236,1.0487
139339,0.0467
139386,1.2072
139387,6.186
139388,1.7883000000000002
139389,2.8947000000000003
139390,1.4306
139407,0.0463
139430,3257.2886
139455,187.2768
139496,2621.7634000000003
139519,91.7628
139520,0.2796
139521,2.7641000000000004
139527,195.4296
139528,27.9673
139529,1103.4158
139530,2.1501
139534,0.2289
139535,0.0018
139536,0.6651
139537,205.3298
139538,958.8738
139541,0.1149
139568,0.0550999999999999
139581,280.3964
139582,11.7265
139583,7.3628
139584,2.6648
139585,5.9828
139646,0.0084
139679,6.215599999999999
139680,95.8241
139709,38.6223
139710,0.4717
139711,1.3611000000000002
139712,29.558200000000003
139780,37.6725
139781,49.5868
139782,2.1919
139783,836.1981
139820,0.7501000000000001
139821,8.199
139838,0.6512
139839,23.3534
139840,1.2297
139863,6.7026
139865,1.0732
139866,0.7409
139870,678.8765
139871,3.2042
139872,97.1749
139889,0.0056
139890,0.0162
139891,26.7348
139892,38.8328
139989,0.2496
139990,1.1225
139991,13.43
139992,18.5785
140023,0.0192999999999999
140024,0.4271999999999999
140084,57058.664800000006
140085,7118.6469
140086,11160.3134
140087,7832.8742
140088,53346.3145
140089,4198.4056
140094,50.8122
140095,1061.486
140102,169.7495
140107,25585.9601
140116,0.0951
140135,0.1313
140172,3963.1274
140173,60.5193
140174,3.3789
140175,373.8115
140176,0.1295
140177,0.0024
140178,0.0574
140180,0.0109
140181,0.2659
140182,764.0311
140183,2.8491000000000004
140184,0.2135
140185,0.5
140188,0.9121
140189,0.0044
140190,1.8475
140192,3.047
140193,0.2942
140194,0.1005
140195,0.598
140196,9602.4916
140197,4.9268
140198,3.4817
140199,0.8875
140225,10370.3913
140226,88.21430000000001
140227,16.4755
140228,3427.9462
140229,733.2881
140230,1.7349
140232,1.3446
140233,0.2692
140235,0.1607999999999999
140236,1.8155
140237,1929.4728
140242,1031.5097
140243,1681.2916
140255,35.357600000000005
140256,106.4307
140273,128.5566
140274,71.55850000000001
140283,178.9941
140284,0.3903999999999999
140286,311.9836
140288,0.3399
140289,0.0421
140290,0.039
140291,0.0048
