Scheme_Code,Date,NAV
153971,2026-06-19,10.513
153972,2026-06-19,10.513
153973,2026-06-19,10.417
153974,2026-06-19,10.417
153975,2026-06-19,29.3783
153977,2026-06-19,10.3255
153959,2026-06-19,9.4144
153957,2026-06-19,10.441
153938,2026-06-19,10.033
153956,2026-06-19,10.4354
153939,2026-06-19,10.2855
153940,2026-06-19,230.1001
153941,2026-06-19,9.5362
153942,2026-06-19,9.6229
153943,2026-06-19,9.5362
153944,2026-06-19,9.6229
153945,2026-06-19,40.7065
153946,2026-06-19,17.7378
153947,2026-06-19,77.1454
153948,2026-06-19,9.7309
153949,2026-06-19,9.7309
153950,2026-06-19,9.6436
153951,2026-06-19,9.6436
153952,2026-06-19,10.2854
153953,2026-06-19,10.2453
153954,2026-06-19,10.2454
153955,2026-06-19,10.3937
153895,2026-06-19,9.9238
153894,2026-06-19,10.3889
153893,2026-06-19,10.4347
153825,2026-06-19,10.549
153827,2026-06-19,13.1738
153828,2026-06-19,13.123
153829,2026-06-19,10.3349
153830,2026-06-19,10.2686
153831,2026-06-19,10.0764
153832,2026-06-19,10.1558
153833,2026-06-19,10.1553
153834,2026-06-19,10.0764
153837,2026-06-19,10.6506
153838,2026-06-19,9.6013
153839,2026-06-19,9.5487
153841,2026-06-19,16.5362
153844,2026-06-19,9.8428
153845,2026-06-19,9.966
153846,2026-06-19,9.8428
153847,2026-06-19,9.966
153850,2026-06-19,10.0993
153826,2026-06-19,13.4671
153824,2026-06-19,10.549
153892,2026-06-19,10.3891
153823,2026-06-19,10.4714
153806,2026-06-19,11.1663
153807,2026-06-19,11.1663
153808,2026-06-19,11.1157
153809,2026-06-19,11.1157
153810,2026-06-19,160.5583
153811,2026-06-19,30.1216
153812,2026-06-19,16.518
153813,2026-06-19,16.516
153814,2026-06-19,16.438
153815,2026-06-19,16.434
153816,2026-06-19,10.805
153817,2026-06-19,10.802
153818,2026-06-19,10.758
153819,2026-06-19,10.742
153820,2026-06-19,227.3733
153821,2026-06-19,10.2324
153822,2026-06-19,10.4714
153851,2026-06-19,10.0991
153852,2026-06-19,10.2294
153853,2026-06-19,10.6467
153854,2026-06-19,10.6467
153875,2026-06-19,10.4347
153876,2026-06-19,10.4348
153877,2026-06-19,10.4192
153878,2026-06-19,10.4172
153879,2026-06-19,10.485
153880,2026-06-19,10.4774
153881,2026-06-19,10.4766
153882,2026-06-19,10.4849
153883,2026-06-19,1045.135
153884,2026-06-19,1007.6174
153885,2026-06-19,1002.8908
153886,2026-06-19,1002.0
153887,2026-06-19,1003.277
153888,2026-06-19,1044.0044
153889,2026-06-19,1002.8991
153890,2026-06-19,1007.4652
153891,2026-06-19,10.4357
153874,2026-06-19,9.8032
153873,2026-06-19,10.0606
153872,2026-06-19,10.0612
153862,2026-06-19,10.0217
153855,2026-06-19,10.5807
153856,2026-06-19,10.5807
153857,2026-06-19,10.5807
153858,2026-06-19,10.6467
153859,2026-06-19,9.8996
153860,2026-06-19,10.0217
153861,2026-06-19,9.9476
153863,2026-06-19,9.9476
153871,2026-06-19,9.9251
153864,2026-06-19,10.14
153865,2026-06-19,10.14
153866,2026-06-19,10.22
153867,2026-06-19,10.22
153868,2026-06-19,10.77
153869,2026-06-19,10.68
153870,2026-06-19,9.9252
152861,2026-06-19,9.15
152860,2026-06-19,9.4
152859,2026-06-19,8.8032
151546,2026-06-19,13.1659
151548,2026-06-19,13.1911
151549,2026-06-19,13.1911
151560,2026-06-19,12.7086
151561,2026-06-19,12.7085
151562,2026-06-19,12.8023
151563,2026-06-19,12.801
151564,2026-06-19,12.4602
151565,2026-06-19,12.5623
151566,2026-06-19,12.4602
151567,2026-06-19,12.5623
151568,2026-06-19,10.1748
151569,2026-06-19,10.1815
151570,2026-06-19,12.651
151571,2026-06-19,12.5913
151572,2026-06-19,88.4796
151573,2026-06-19,11.8083
151574,2026-06-19,12.7873
151547,2026-06-19,13.1659
151533,2026-06-19,1000.0
151576,2026-06-19,12.6641
151532,2026-06-19,11.8852
151489,2026-06-19,13.0328
151490,2026-06-19,12.954
151491,2026-06-19,12.5841
151492,2026-06-19,12.687
151493,2026-06-19,12.687
151494,2026-06-19,12.5841
151495,2026-06-19,12.9167
151496,2026-06-19,12.8491
151523,2026-06-19,12.2504
151524,2026-06-19,12.2503
151525,2026-06-19,11.2943
151526,2026-06-19,12.0952
151527,2026-06-19,11.8851
151528,2026-06-19,11.8852
151529,2026-06-19,11.8853
151530,2026-06-19,12.2504
151531,2026-06-19,10.9442
151575,2026-06-19,11.999
151577,2026-06-19,12.5734
151487,2026-06-19,12.7955
151602,2026-06-19,30.5398
151604,2026-06-19,202.4715
151609,2026-06-19,13.8
151610,2026-06-19,13.8
151611,2026-06-19,14.57
151612,2026-06-19,14.57
151617,2026-06-19,1290.6821
151618,2026-06-19,1290.6817
151620,2026-06-19,1295.0456
151629,2026-06-19,12.5251
151647,2026-06-19,21.238
151648,2026-06-19,21.238
151649,2026-06-19,21.671
151650,2026-06-19,21.683
151691,2026-06-19,12.7011
151692,2026-06-19,12.7006
151693,2026-06-19,12.5499
151694,2026-06-19,12.5496
151603,2026-06-19,30.9866
151597,2026-06-19,1284.3089
151578,2026-06-19,16.55
151596,2026-06-19,1284.3107
151579,2026-06-19,18.85
151580,2026-06-19,19.54
151581,2026-06-19,15.89
151582,2026-06-19,12.468
151583,2026-06-19,12.4687
151584,2026-06-19,12.5769
151585,2026-06-19,79.5176
151586,2026-06-19,12.6164
151587,2026-06-19,12.6164
151588,2026-06-19,12.5251
151589,2026-06-19,12.5346
151590,2026-06-19,1258.5537
151591,2026-06-19,1258.5691
151592,2026-06-19,1264.5925
151593,2026-06-19,1264.5931
151594,2026-06-19,1278.2205
151595,2026-06-19,1278.2052
151488,2026-06-19,12.7036
151486,2026-06-19,12.1787
151708,2026-06-19,13.1374
151404,2026-06-19,12.6901
151406,2026-06-19,10.5529
151407,2026-06-19,12.7602
151408,2026-06-19,12.9985
151409,2026-06-19,12.8887
151410,2026-06-19,10.8481
151411,2026-06-19,11.018
151412,2026-06-19,16.777
151413,2026-06-19,16.728
151414,2026-06-19,15.976
151415,2026-06-19,15.982
151416,2026-06-19,140.1316
151417,2026-06-19,12.7495
151418,2026-06-19,12.4722
151419,2026-06-19,12.7482
151420,2026-06-19,12.85
151425,2026-06-19,12.936
151426,2026-06-19,12.7799
151405,2026-06-19,10.4918
151399,2026-06-19,12.6039
151428,2026-06-19,12.7797
151398,2026-06-19,12.603
151373,2026-06-19,12.8214
151374,2026-06-19,23.2375
151375,2026-06-19,178.2741
151376,2026-06-19,37.0871
151377,2026-06-19,19.1553
151378,2026-06-19,18.522
151379,2026-06-19,20.2811
151380,2026-06-19,19.6442
151381,2026-06-19,16.251
151382,2026-06-19,16.25
151383,2026-06-19,17.104
151384,2026-06-19,17.107
151389,2026-06-19,12.7885
151390,2026-06-19,12.8697
151391,2026-06-19,12.8697
151392,2026-06-19,12.7885
151397,2026-06-19,12.7835
151427,2026-06-19,12.9338
151433,2026-06-19,12.7132
151485,2026-06-19,12.9059
151465,2026-06-19,13.0219
151468,2026-06-19,13.0219
151469,2026-06-19,10.2447
151470,2026-06-19,13.1318
151471,2026-06-19,14.5718
151472,2026-06-19,14.1295
151473,2026-06-19,14.5783
151474,2026-06-19,14.1853
151475,2026-06-19,15.7422
151476,2026-06-19,15.2253
151477,2026-06-19,15.2251
151478,2026-06-19,15.7411
151479,2026-06-19,12.649
151480,2026-06-19,12.5448
151481,2026-06-19,12.545
151482,2026-06-19,12.6492
151483,2026-06-19,12.7369
151484,2026-06-19,12.3427
151467,2026-06-19,10.2379
151460,2026-06-19,14.072
151434,2026-06-19,12.7093
151459,2026-06-19,13.536
151435,2026-06-19,12.7918
151436,2026-06-19,12.7916
151439,2026-06-19,12.7788
151440,2026-06-19,12.8517
151441,2026-06-19,12.7788
151442,2026-06-19,12.8517
151443,2026-06-19,20.25
151444,2026-06-19,20.23
151445,2026-06-19,19.51
151446,2026-06-19,19.51
151447,2026-06-19,12.6289
151449,2026-06-19,12.6711
151450,2026-06-19,12.6714
151455,2026-06-19,12.6496
151456,2026-06-19,12.7152
151457,2026-06-19,13.536
151458,2026-06-19,14.072
151695,2026-06-19,30.0803
151710,2026-06-19,13.0157
152858,2026-06-19,8.7247
151889,2026-06-19,1233.7592
151891,2026-06-19,1212.4626
151892,2026-06-19,1044.6973
151893,2026-06-19,1212.4626
151894,2026-06-19,1036.5594
151895,2026-06-19,15.837
151896,2026-06-19,15.837
151897,2026-06-19,15.222
151898,2026-06-19,15.222
151899,2026-06-19,18.506
151900,2026-06-19,17.893
151901,2026-06-19,18.506
151902,2026-06-19,17.893
151903,2026-06-19,14.79
151904,2026-06-19,15.4
151905,2026-06-19,15.4
151906,2026-06-19,14.79
151907,2026-06-19,20.7629
151890,2026-06-19,1233.7592
151888,2026-06-19,88.1781
151910,2026-06-19,16.227
151887,2026-06-19,28.2982
151854,2026-06-19,17.5978
151855,2026-06-19,16.7791
151856,2026-06-19,16.7782
151857,2026-06-19,587.6407
151862,2026-06-19,10.0738
151863,2026-06-19,10.0738
151864,2026-06-19,10.0738
151865,2026-06-19,10.0738
151878,2026-06-19,15.125
151879,2026-06-19,15.01
151880,2026-06-19,15.294
151881,2026-06-19,15.294
151882,2026-06-19,12.3762
151883,2026-06-19,12.8721
151884,2026-06-19,12.3763
151885,2026-06-19,12.8721
151886,2026-06-19,79.0326
151909,2026-06-19,16.226
151911,2026-06-19,16.48
151824,2026-06-19,15.2
151956,2026-06-19,12.819
151960,2026-06-19,16.4761
151961,2026-06-19,129.887
151973,2026-06-19,37.5061
151974,2026-06-19,39.6562
151986,2026-06-19,16.4133
151988,2026-06-19,19.6355
151989,2026-06-19,16.4133
151990,2026-06-19,19.6353
151999,2026-06-19,32.2407
152000,2026-06-19,28.5247
152001,2026-06-19,30.3933
152002,2026-06-19,34.3201
152003,2026-06-19,33.1335
152004,2026-06-19,37.5532
152005,2026-06-19,37.5452
152006,2026-06-19,33.1332
152007,2026-06-19,21.2994
151959,2026-06-19,16.476
151955,2026-06-19,15.2948
151912,2026-06-19,16.48
151954,2026-06-19,17.8567
151913,2026-06-19,16.4663
151914,2026-06-19,17.1945
151915,2026-06-19,16.5919
151916,2026-06-19,17.1991
151917,2026-06-19,13.27
151918,2026-06-19,13.27
151919,2026-06-19,12.7
151920,2026-06-19,12.7
151935,2026-06-19,53.8446
151936,2026-06-19,53.8446
151937,2026-06-19,59.3604
151938,2026-06-19,59.3603
151949,2026-06-19,22.1597
151950,2026-06-19,28.1263
151951,2026-06-19,20.9509
151952,2026-06-19,32.0551
151953,2026-06-19,21.6509
151853,2026-06-19,17.5996
151823,2026-06-19,13.71
151712,2026-06-19,17.5081
151749,2026-06-19,30.472
151751,2026-06-19,29.45
151752,2026-06-19,14.45
151753,2026-06-19,15.06
151754,2026-06-19,12.6019
151755,2026-06-19,14.3746
151756,2026-06-19,13.1071
151757,2026-06-19,17.5401
151758,2026-06-19,16.7284
151759,2026-06-19,17.5272
151760,2026-06-19,16.7444
151761,2026-06-19,14.9073
151762,2026-06-19,15.1126
151763,2026-06-19,13.8211
151764,2026-06-19,14.0088
151765,2026-06-19,12.5586
151766,2026-06-19,12.5586
151769,2026-06-19,12.6441
151750,2026-06-19,30.472
151748,2026-06-19,29.45
151775,2026-06-19,15.2482
151747,2026-06-19,13.8215
151713,2026-06-19,17.5141
151714,2026-06-19,16.6925
151715,2026-06-19,16.6941
151724,2026-06-19,19.6066
151725,2026-06-19,19.2594
151726,2026-06-19,18.9517
151727,2026-06-19,19.2845
151728,2026-06-19,15.6001
151729,2026-06-19,15.3224
151730,2026-06-19,222.1137
151731,2026-06-19,29.5847
151732,2026-06-19,29.2464
151737,2026-06-19,140.0309
151738,2026-06-19,22.6112
151739,2026-06-19,22.9479
151745,2026-06-19,16.209
151746,2026-06-19,15.625
151770,2026-06-19,12.6446
151776,2026-06-19,16.1698
151822,2026-06-19,14.3
151797,2026-06-19,15.6313
151799,2026-06-19,15.6313
151802,2026-06-19,13.393
151803,2026-06-19,13.393
151804,2026-06-19,13.877
151805,2026-06-19,13.877
151810,2026-06-19,15.099
151811,2026-06-19,15.097
151812,2026-06-19,14.48
151813,2026-06-19,14.469
151814,2026-06-19,18.3319
151815,2026-06-19,17.9901
151816,2026-06-19,15.508
151817,2026-06-19,13.528
151818,2026-06-19,14.8
151819,2026-06-19,12.919
151820,2026-06-19,29.0059
151821,2026-06-19,14.58
151798,2026-06-19,16.3738
151796,2026-06-19,16.3738
151777,2026-06-19,17.2092
151795,2026-06-19,12.3488
151778,2026-06-19,16.2811
151779,2026-06-19,223.8603
151780,2026-06-19,14.703
151781,2026-06-19,14.92
151782,2026-06-19,14.92
151783,2026-06-19,14.703
151784,2026-06-19,9.4425
151785,2026-06-19,9.6312
151786,2026-06-19,9.6312
151787,2026-06-19,9.4424
151788,2026-06-19,20.3949
151789,2026-06-19,20.3933
151790,2026-06-19,21.4268
151791,2026-06-19,21.403
151792,2026-06-19,12.4686
151793,2026-06-19,12.4686
151794,2026-06-19,12.3488
151372,2026-06-19,12.7468
151371,2026-06-19,12.8214
151370,2026-06-19,12.7468
150915,2026-06-19,22.1906
150921,2026-06-19,13.1327
150922,2026-06-19,13.0311
150923,2026-06-19,13.0311
150928,2026-06-19,18.9179
150929,2026-06-19,18.4996
150930,2026-06-19,18.917
150931,2026-06-19,18.4996
150948,2026-06-19,22.31
150987,2026-06-19,1297.024
150988,2026-06-19,12.9929
150989,2026-06-19,12.9929
150990,2026-06-19,12.9929
150991,2026-06-19,12.9929
150992,2026-06-19,77.0258
150993,2026-06-19,10.9882
150994,2026-06-19,16.5825
150995,2026-06-19,29.2585
150920,2026-06-19,13.1327
150914,2026-06-19,20.1277
150997,2026-06-19,19.8841
150913,2026-06-19,21.3165
150892,2026-06-19,18.4374
150893,2026-06-19,17.998
150894,2026-06-19,17.9982
150895,2026-06-19,18.438
150896,2026-06-19,16.8445
150897,2026-06-19,16.4232
150898,2026-06-19,16.4231
150899,2026-06-19,16.8448
150900,2026-06-19,18.5533
150901,2026-06-19,18.5533
150902,2026-06-19,19.0223
150903,2026-06-19,19.0254
150904,2026-06-19,12.7517
150905,2026-06-19,12.7517
150906,2026-06-19,12.8454
150907,2026-06-19,12.8454
150912,2026-06-19,20.9987
150996,2026-06-19,82.2668
150998,2026-06-19,11.4114
150890,2026-06-19,12.8666
151047,2026-06-19,13.4839
151049,2026-06-19,10.8591
151050,2026-06-19,13.1014
151051,2026-06-19,11.6357
151052,2026-06-19,12.2922
151053,2026-06-19,13.1885
151054,2026-06-19,29.4
151055,2026-06-19,10.8591
151056,2026-06-19,15.5755
151057,2026-06-19,16.718
151058,2026-06-19,36.5489
151059,2026-06-19,18.6099
151060,2026-06-19,40.8631
151061,2026-06-19,17.7663
151062,2026-06-19,27.8462
151063,2026-06-19,11.1717
151064,2026-06-19,10.4928
151065,2026-06-19,27.8472
151048,2026-06-19,27.981
151046,2026-06-19,12.3531
151000,2026-06-19,11.6853
151045,2026-06-19,37.177
151001,2026-06-19,11.4016
151012,2026-06-19,10.324
151013,2026-06-19,66.2309
151014,2026-06-19,76.7598
135672,2026-06-19,865.5605
151033,2026-06-19,86.603
151034,2026-06-19,461.3345
151035,2026-06-19,100.4872
151036,2026-06-19,526.4941
151037,2026-06-19,51.4664
151038,2026-06-19,37.2895
151039,2026-06-19,41.8803
151040,2026-06-19,58.4148
151041,2026-06-19,33.5265
151042,2026-06-19,11.249
151043,2026-06-19,34.0648
151044,2026-06-19,12.3392
150891,2026-06-19,10.4146
150889,2026-06-19,10.4234
151369,2026-06-19,17.33
150791,2026-06-19,13.2181
150797,2026-06-19,15.524
150798,2026-06-19,15.524
150799,2026-06-19,14.637
150800,2026-06-19,14.637
150801,2026-06-19,29.253
150802,2026-06-19,28.3995
150803,2026-06-19,14.724
150804,2026-06-19,15.378
150805,2026-06-19,15.378
150806,2026-06-19,14.724
150807,2026-06-19,13.145
150812,2026-06-19,20.6973
150813,2026-06-19,20.6973
150814,2026-06-19,22.0181
150815,2026-06-19,22.0182
150816,2026-06-19,18.06
150817,2026-06-19,18.96
150792,2026-06-19,13.3575
150790,2026-06-19,13.2172
150819,2026-06-19,16.61
150789,2026-06-19,13.3535
150742,2026-06-19,18.5013
150743,2026-06-19,18.5013
150748,2026-06-19,29.9545
150749,2026-06-19,30.3664
150750,2026-06-19,29.9546
150751,2026-06-19,30.3664
150752,2026-06-19,12.8558
150753,2026-06-19,12.9424
150754,2026-06-19,12.9424
150755,2026-06-19,12.8558
150770,2026-06-19,13.0938
150771,2026-06-19,12.977
150772,2026-06-19,12.9774
150777,2026-06-19,13.2469
150778,2026-06-19,13.3263
150779,2026-06-19,10.5657
150780,2026-06-19,10.6628
150818,2026-06-19,17.47
150820,2026-06-19,12.9998
150888,2026-06-19,12.982
150853,2026-06-19,12.8194
150855,2026-06-19,16.93
150856,2026-06-19,16.93
150857,2026-06-19,17.71
150858,2026-06-19,17.71
150863,2026-06-19,16.1253
150864,2026-06-19,14.0933
150865,2026-06-19,16.9172
150866,2026-06-19,15.053
150867,2026-06-19,10.5134
150868,2026-06-19,12.9162
150869,2026-06-19,12.8004
150870,2026-06-19,10.3719
150871,2026-06-19,13.1001
150872,2026-06-19,10.7298
150873,2026-06-19,13.0193
150874,2026-06-19,10.6658
150879,2026-06-19,32.3095
150854,2026-06-19,12.8764
150852,2026-06-19,12.8764
150821,2026-06-19,12.9996
150851,2026-06-19,12.8208
150822,2026-06-19,13.069
150823,2026-06-19,13.0692
150824,2026-06-19,12.9945
150825,2026-06-19,12.9021
150826,2026-06-19,12.9945
150827,2026-06-19,12.9021
150838,2026-06-19,13.48
150839,2026-06-19,12.82
150842,2026-06-19,12.9116
150843,2026-06-19,12.8614
150844,2026-06-19,12.8216
150845,2026-06-19,12.8919
150846,2026-06-19,13.1573
150847,2026-06-19,13.2342
150848,2026-06-19,13.0221
150849,2026-06-19,13.0221
150850,2026-06-19,13.1452
151067,2026-06-19,29.6125
151068,2026-06-19,11.8547
151069,2026-06-19,11.3585
151229,2026-06-19,12.4457
151231,2026-06-19,12.0577
151232,2026-06-19,16.1682
151233,2026-06-19,16.1682
151234,2026-06-19,16.1682
151235,2026-06-19,15.346
151236,2026-06-19,15.346
151237,2026-06-19,15.346
151238,2026-06-19,12.7228
151239,2026-06-19,12.8311
151262,2026-06-19,59.0456
151267,2026-06-19,15.193
151268,2026-06-19,14.413
151273,2026-06-19,12.9831
151274,2026-06-19,12.9831
151275,2026-06-19,12.8343
151276,2026-06-19,12.8343
151277,2026-06-19,12.8343
151230,2026-06-19,12.0472
151228,2026-06-19,12.4537
151279,2026-06-19,12.6276
151219,2026-06-19,12.2952
151202,2026-06-19,1028.7266
151203,2026-06-19,1200.0507
151204,2026-06-19,1218.8819
151205,2026-06-19,1243.1845
151206,2026-06-19,1224.3554
151207,2026-06-19,102.4004
151208,2026-06-19,12.6767
151209,2026-06-19,12.6765
151210,2026-06-19,12.7657
151211,2026-06-19,12.7657
151212,2026-06-19,12.4625
151213,2026-06-19,12.4627
151214,2026-06-19,12.6433
151215,2026-06-19,12.6437
151216,2026-06-19,12.6459
151217,2026-06-19,12.6461
151218,2026-06-19,12.7384
151278,2026-06-19,12.9831
151280,2026-06-19,12.6278
151070,2026-06-19,12.1069
151308,2026-06-19,15.8495
151310,2026-06-19,14.0788
151311,2026-06-19,10.6781
151312,2026-06-19,10.4496
151313,2026-06-19,12.4704
151314,2026-06-19,12.3233
151319,2026-06-19,1164.0252
151320,2026-06-19,1262.9457
151321,2026-06-19,1183.057
151322,2026-06-19,1245.7539
151327,2026-06-19,12.8687
151328,2026-06-19,12.9806
151329,2026-06-19,12.9806
151330,2026-06-19,12.8687
151365,2026-06-19,12.7831
151366,2026-06-19,16.59
151367,2026-06-19,16.59
151368,2026-06-19,17.34
151309,2026-06-19,16.7203
151307,2026-06-19,17.5326
151283,2026-06-19,12.7559
151306,2026-06-19,12.5648
151285,2026-06-19,13.1686
151286,2026-06-19,13.1834
151287,2026-06-19,13.1821
151288,2026-06-19,13.1686
151289,2026-06-19,19.7814
151290,2026-06-19,20.6741
151291,2026-06-19,19.9692
151292,2026-06-19,16.2615
151297,2026-06-19,12.7237
151298,2026-06-19,12.7236
151299,2026-06-19,12.8102
151300,2026-06-19,12.8051
151301,2026-06-19,12.7059
151302,2026-06-19,12.7059
151303,2026-06-19,12.5648
151304,2026-06-19,12.5648
151305,2026-06-19,12.7059
151201,2026-06-19,1028.6801
151196,2026-06-19,261.608
151185,2026-06-19,12.9238
151110,2026-06-19,114.0953
151112,2026-06-19,63.5872
151113,2026-06-19,128.4926
151114,2026-06-19,30.3602
151115,2026-06-19,10.4318
151116,2026-06-19,11.1519
151117,2026-06-19,32.17
151118,2026-06-19,10.4686
151119,2026-06-19,10.2868
151120,2026-06-19,58.4634
151121,2026-06-19,27.9632
151122,2026-06-19,67.0638
151123,2026-06-19,33.6709
151124,2026-06-19,17.0738
151125,2026-06-19,19.345
151126,2026-06-19,18.3897
151127,2026-06-19,43.6673
151128,2026-06-19,22.1014
151111,2026-06-19,49.4457
151109,2026-06-19,10.3515
151184,2026-06-19,12.8097
151108,2026-06-19,11.1902
151071,2026-06-19,11.532
151076,2026-06-19,139.7742
151077,2026-06-19,26.9232
151078,2026-06-19,153.3975
151079,2026-06-19,39.6956
151084,2026-06-19,30.4868
151085,2026-06-19,10.7983
151086,2026-06-19,12.8661
151087,2026-06-19,33.1668
151088,2026-06-19,10.7363
151089,2026-06-19,10.1908
151102,2026-06-19,11.1154
151103,2026-06-19,10.3242
151104,2026-06-19,25.4933
151105,2026-06-19,10.4043
151106,2026-06-19,11.2047
151107,2026-06-19,26.9384
151129,2026-06-19,51.1964
151130,2026-06-19,97.6443
151131,2026-06-19,39.3973
151132,2026-06-19,46.367
151159,2026-06-19,27.8407
151160,2026-06-19,31.7238
151161,2026-06-19,30.8778
151162,2026-06-19,30.8776
151163,2026-06-19,31.7238
151164,2026-06-19,13.5061
151165,2026-06-19,13.624
151166,2026-06-19,13.624
151167,2026-06-19,13.5061
151176,2026-06-19,1009.1836
151177,2026-06-19,1006.5339
151178,2026-06-19,1235.4141
151179,2026-06-19,1254.2716
151180,2026-06-19,12.8084
151181,2026-06-19,12.8777
151182,2026-06-19,13.0496
151183,2026-06-19,13.1289
151158,2026-06-19,27.8407
151157,2026-06-19,28.3558
151156,2026-06-19,28.3557
151142,2026-06-19,47.9225
151133,2026-06-19,87.0612
151134,2026-06-19,20.0575
151135,2026-06-19,10.2031
151136,2026-06-19,10.9783
151137,2026-06-19,10.8254
151138,2026-06-19,21.5868
151140,2026-06-19,10.2636
151143,2026-06-19,24.9624
151151,2026-06-19,10.5037
151144,2026-06-19,43.0718
151145,2026-06-19,27.6218
151146,2026-06-19,23.6424
151147,2026-06-19,10.6421
151148,2026-06-19,11.5774
151149,2026-06-19,21.5265
151150,2026-06-19,11.5856
152008,2026-06-19,23.611
152009,2026-06-19,21.2996
152010,2026-06-19,23.6394
152616,2026-06-19,9.8856
152618,2026-06-19,9.735
152619,2026-06-19,9.8856
152620,2026-06-19,10.5533
152625,2026-06-19,11.4172
152626,2026-06-19,11.816
152627,2026-06-19,11.4172
152628,2026-06-19,11.816
152629,2026-06-19,11.9181
152630,2026-06-19,11.7121
152631,2026-06-19,11.9182
152632,2026-06-19,11.7125
152633,2026-06-19,10.2057
152634,2026-06-19,51.8078
152635,2026-06-19,10.2046
152636,2026-06-19,10.3294
152637,2026-06-19,10.3295
152639,2026-06-19,12.4302
152617,2026-06-19,9.735
152615,2026-06-19,11.4314
152641,2026-06-19,12.4302
152614,2026-06-19,11.4312
152593,2026-06-19,12.0859
152594,2026-06-19,11.2703
152595,2026-06-19,11.2703
152596,2026-06-19,11.1084
152597,2026-06-19,11.1084
152598,2026-06-19,11.2703
152599,2026-06-19,11.1084
152600,2026-06-19,11.684
152601,2026-06-19,11.417
152602,2026-06-19,11.417
152603,2026-06-19,11.684
152604,2026-06-19,13.796
152605,2026-06-19,13.355
152606,2026-06-19,14.232
152607,2026-06-19,14.702
152612,2026-06-19,11.0543
152613,2026-06-19,11.0544
152640,2026-06-19,12.0533
152642,2026-06-19,12.0533
152591,2026-06-19,11.9177
152663,2026-06-19,10.6588
152665,2026-06-19,10.6588
152666,2026-06-19,10.5233
152667,2026-06-19,10.5094
152668,2026-06-19,11.5322
152669,2026-06-19,10.4404
152670,2026-06-19,10.7725
152671,2026-06-19,10.4404
152672,2026-06-19,10.7725
152673,2026-06-19,11.3416
152674,2026-06-19,10.9957
152675,2026-06-19,10.9957
152676,2026-06-19,11.3416
152677,2026-06-19,11.3416
152678,2026-06-19,10.9957
152679,2026-06-19,11.75
152680,2026-06-19,11.75
152681,2026-06-19,11.39
152664,2026-06-19,10.5233
152662,2026-06-19,11.572
152643,2026-06-19,13.805
152661,2026-06-19,11.5105
152644,2026-06-19,14.327
152645,2026-06-19,10.446
152646,2026-06-19,10.446
152647,2026-06-19,10.331
152648,2026-06-19,10.336
152649,2026-06-19,12.9835
152650,2026-06-19,13.1815
152651,2026-06-19,13.5284
152652,2026-06-19,13.3298
152653,2026-06-19,11.7252
152654,2026-06-19,11.8826
152655,2026-06-19,12.1944
152656,2026-06-19,11.9202
152657,2026-06-19,12.1948
152658,2026-06-19,11.92
152659,2026-06-19,11.5714
152660,2026-06-19,11.5105
152592,2026-06-19,11.9177
152590,2026-06-19,11.9177
152456,2026-06-19,10.288
152483,2026-06-19,12.4681
152489,2026-06-19,11.0704
152490,2026-06-19,11.0706
152491,2026-06-19,11.1443
152492,2026-06-19,11.1447
152509,2026-06-19,11.84
152510,2026-06-19,11.37
152511,2026-06-19,11.76
152512,2026-06-19,11.44
152517,2026-06-19,10.2593
152518,2026-06-19,11.236
152519,2026-06-19,10.4485
152520,2026-06-19,11.3398
152521,2026-06-19,9.1027
152522,2026-06-19,9.0059
152527,2026-06-19,12.4375
152528,2026-06-19,12.4515
152529,2026-06-19,12.4515
152484,2026-06-19,12.3177
152482,2026-06-19,12.4681
152535,2026-06-19,8.1853
152481,2026-06-19,12.3182
152458,2026-06-19,10.176
152459,2026-06-19,10.29
152460,2026-06-19,9.499
152461,2026-06-19,9.5
152462,2026-06-19,9.822
152463,2026-06-19,9.821
152464,2026-06-19,11.7131
152467,2026-06-19,10.1526
152468,2026-06-19,11.7965
152469,2026-06-19,10.4114
152470,2026-06-19,13.5539
152471,2026-06-19,13.5539
152472,2026-06-19,13.1078
152473,2026-06-19,12.9759
152474,2026-06-19,12.16
152475,2026-06-19,11.72
152476,2026-06-19,22.685
152530,2026-06-19,12.4375
152536,2026-06-19,8.0551
152589,2026-06-19,12.0859
152570,2026-06-19,8.3195
152572,2026-06-19,8.3195
152573,2026-06-19,8.1982
152574,2026-06-19,12.2517
152575,2026-06-19,12.2517
152576,2026-06-19,12.2517
152577,2026-06-19,12.4269
152578,2026-06-19,12.4269
152579,2026-06-19,12.4269
152580,2026-06-19,1001.5587
152581,2026-06-19,1022.4995
152582,2026-06-19,11.62
152583,2026-06-19,11.63
152584,2026-06-19,12.05
152585,2026-06-19,12.04
152586,2026-06-19,9.06
152587,2026-06-19,8.77
152588,2026-06-19,12.0859
152571,2026-06-19,8.3195
152569,2026-06-19,8.1982
152537,2026-06-19,12.48
152568,2026-06-19,8.1982
152538,2026-06-19,12.05
152539,2026-06-19,12.48
152540,2026-06-19,12.05
152541,2026-06-19,81.0372
152546,2026-06-19,17.7767
152556,2026-06-19,11.9045
152557,2026-06-19,12.0742
152558,2026-06-19,12.0742
152559,2026-06-19,12.0742
152560,2026-06-19,11.9045
152561,2026-06-19,11.9045
152562,2026-06-19,14.0429
