transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,state,kyc_status
TXN08770,INV00430,100082,2024-06-19,Redemption,425805,Telangana,Verified
TXN08771,INV03609,100077,2025-07-02,Lumpsum,390187,Gujarat,Verified
TXN08772,INV03804,100041,2025-12-13,SIP,497791,Delhi,Verified
TXN08773,INV03218,100042,2025-07-18,Redemption,299986,Tamil Nadu,Verified
TXN08774,INV02800,100123,2024-07-30,Redemption,81004,Delhi,Verified
TXN08775,INV02205,100119,2024-08-25,Lumpsum,92407,Telangana,Verified
TXN08776,INV04007,100123,2025-05-03,SIP,120949,Gujarat,Verified
TXN08777,INV04324,100043,2025-10-14,Lumpsum,51531,Karnataka,Verified
TXN08778,INV04087,100085,2025-08-29,SIP,100117,Telangana,Verified
TXN08779,INV00081,100057,2024-03-28,SIP,114850,Karnataka,Verified
TXN08780,INV01309,100038,2025-03-01,SIP,215495,Karnataka,Verified
TXN08781,INV00934,100085,2025-03-25,SIP,307588,Telangana,Verified
TXN08782,INV01293,100044,2025-04-24,Redemption,162922,Karnataka,Verified
TXN08783,INV04205,100089,2024-11-13,Redemption,38133,Gujarat,Verified
TXN08784,INV00295,100124,2025-04-03,SIP,143078,Maharashtra,Verified
TXN08785,INV00869,100039,2025-07-16,SIP,304793,Delhi,Verified
TXN08786,INV03535,100047,2025-12-05,SIP,325145,Karnataka,Verified
TXN08787,INV00105,100040,2025-06-22,SIP,100452,Karnataka,Verified
TXN08788,INV00613,100033,2025-03-06,SIP,360871,Telangana,Verified
TXN08789,INV02162,100043,2024-02-15,Lumpsum,476676,Maharashtra,Verified
TXN08790,INV00578,100064,2025-06-06,Redemption,437204,Delhi,Verified
TXN08791,INV04355,100063,2025-07-05,SIP,95218,Gujarat,Verified
TXN08792,INV04702,100129,2024-09-26,SIP,84565,Maharashtra,Verified
TXN08793,INV00641,100123,2025-10-26,SIP,291578,Gujarat,Verified
TXN08794,INV04032,100120,2024-02-02,Lumpsum,339898,Delhi,Verified
TXN08795,INV04145,100081,2024-12-21,Redemption,440725,Maharashtra,Verified
TXN08796,INV03239,100088,2025-03-02,SIP,30299,Delhi,Verified
TXN08797,INV03972,100085,2024-02-10,Lumpsum,66450,Maharashtra,Verified
TXN08798,INV00160,100085,2024-12-16,SIP,300357,Maharashtra,Verified
TXN08799,INV00785,100038,2024-08-25,SIP,193637,Telangana,Verified
TXN08800,INV02081,100077,2025-10-31,Lumpsum,216834,Gujarat,Verified
TXN08801,INV01448,100080,2025-05-10,Lumpsum,311045,Delhi,Verified
TXN08802,INV01680,100120,2024-07-25,Lumpsum,91028,Gujarat,Verified
TXN08803,INV00090,100123,2025-01-28,Lumpsum,368066,Karnataka,Verified
TXN08804,INV02511,100033,2025-05-07,SIP,93887,Maharashtra,Verified
TXN08805,INV00942,100058,2024-05-16,Lumpsum,454510,Delhi,Verified
TXN08806,INV04676,100058,2024-01-27,SIP,145842,Telangana,Verified
TXN08807,INV03703,100041,2025-03-26,SIP,98820,Delhi,Verified
TXN08808,INV03401,100044,2025-06-24,SIP,230139,Delhi,Verified
TXN08809,INV02057,100128,2025-03-24,SIP,269825,Gujarat,Verified
TXN08810,INV03963,100080,2025-07-06,SIP,99397,Delhi,Verified
TXN08811,INV02961,100047,2025-07-07,SIP,219815,Telangana,Verified
TXN08812,INV02749,100037,2025-04-06,Redemption,292632,Delhi,Verified
TXN08813,INV00258,100080,2025-07-15,SIP,363656,Delhi,Verified
TXN08814,INV01824,100048,2025-08-02,SIP,145847,Karnataka,Verified
TXN08815,INV02599,100077,2025-06-29,SIP,171017,Delhi,Verified
TXN08816,INV03562,100034,2025-12-06,SIP,409552,Karnataka,Verified
TXN08817,INV01050,100048,2025-10-08,SIP,258350,Maharashtra,Verified
TXN08818,INV03496,100044,2024-01-07,Lumpsum,408205,Maharashtra,Verified
TXN08819,INV03411,100043,2025-10-11,SIP,475857,Maharashtra,Verified
TXN08820,INV02809,100088,2024-07-09,SIP,443476,Tamil Nadu,Verified
TXN08821,INV03833,100046,2025-05-19,SIP,200631,Telangana,Verified
TXN08822,INV00866,100041,2025-04-07,SIP,34480,Maharashtra,Verified
TXN08823,INV04572,100079,2024-10-25,Lumpsum,351848,Maharashtra,Verified
TXN08824,INV04610,100128,2025-10-08,SIP,378900,Maharashtra,Verified
TXN08825,INV04888,100089,2025-04-06,SIP,339369,Delhi,Verified
TXN08826,INV03375,100119,2024-04-30,Redemption,382092,Maharashtra,Verified
TXN08827,INV01544,100089,2024-09-16,SIP,292565,Karnataka,Verified
TXN08828,INV00903,100040,2024-05-24,Lumpsum,128558,Telangana,Verified
TXN08829,INV01533,100033,2025-10-02,Lumpsum,386739,Gujarat,Verified
TXN08830,INV04827,100033,2024-06-06,SIP,495949,Telangana,Verified
TXN08831,INV00044,100058,2024-09-23,Redemption,202104,Tamil Nadu,Verified
TXN08832,INV04445,100087,2024-04-11,Redemption,167757,Tamil Nadu,Verified
TXN08833,INV00976,100088,2024-12-03,Lumpsum,480725,Tamil Nadu,Verified
TXN08834,INV00498,100081,2025-04-17,Redemption,19762,Gujarat,Verified
TXN08835,INV01927,100043,2024-10-30,SIP,110605,Karnataka,Verified
TXN08836,INV01499,100087,2024-09-09,SIP,368796,Telangana,Verified
TXN08837,INV02532,100037,2024-01-02,SIP,416724,Delhi,Verified
TXN08838,INV04240,100125,2025-09-13,Redemption,335312,Delhi,Verified
TXN08839,INV02705,100041,2025-11-20,SIP,50266,Gujarat,Verified
TXN08840,INV00730,100050,2025-12-10,SIP,141329,Delhi,Verified
TXN08841,INV01996,100064,2025-02-09,Lumpsum,234721,Telangana,Verified
TXN08842,INV04759,100124,2025-10-04,SIP,30075,Tamil Nadu,Verified
TXN08843,INV00938,100088,2024-03-07,SIP,366172,Maharashtra,Verified
TXN08844,INV03647,100048,2025-05-23,Lumpsum,7893,Delhi,Verified
TXN08845,INV01571,100040,2024-02-04,SIP,259100,Gujarat,Verified
TXN08846,INV04021,100064,2024-07-16,SIP,497173,Maharashtra,Verified
TXN08847,INV04877,100126,2025-03-07,SIP,261916,Gujarat,Verified
TXN08848,INV04376,100125,2024-06-11,SIP,169833,Delhi,Verified
TXN08849,INV00021,100086,2024-07-10,Lumpsum,476601,Telangana,Verified
TXN08850,INV02983,100057,2024-02-20,SIP,468937,Delhi,Verified
TXN08851,INV02731,100047,2024-04-24,Lumpsum,91499,Gujarat,Verified
TXN08852,INV01534,100033,2024-04-26,Lumpsum,168679,Gujarat,Verified
TXN08853,INV01237,100089,2025-04-04,SIP,312201,Telangana,Verified
TXN08854,INV01301,100119,2024-12-25,SIP,89495,Telangana,Verified
TXN08855,INV00198,100089,2025-10-18,Lumpsum,468722,Gujarat,Verified
TXN08856,INV04188,100043,2024-11-07,SIP,349900,Karnataka,Verified
TXN08857,INV02125,100047,2024-06-04,SIP,443969,Delhi,Verified
TXN08858,INV02402,100126,2024-01-04,Lumpsum,351961,Maharashtra,Verified
TXN08859,INV00328,100034,2024-01-28,SIP,482229,Tamil Nadu,Verified
TXN08860,INV01108,100089,2024-12-26,Lumpsum,107836,Maharashtra,Verified
TXN08861,INV02960,100088,2025-07-26,Redemption,210043,Delhi,Verified
TXN08862,INV00793,100081,2025-10-17,SIP,476906,Tamil Nadu,Verified
TXN08863,INV01434,100050,2024-02-12,SIP,354264,Maharashtra,Verified
TXN08864,INV03041,100123,2024-02-13,SIP,479012,Karnataka,Verified
TXN08865,INV04330,100082,2025-06-26,SIP,97598,Karnataka,Verified
TXN08866,INV00758,100050,2025-11-19,SIP,482361,Karnataka,Verified
TXN08867,INV01305,100050,2024-07-29,Lumpsum,340066,Maharashtra,Verified
TXN08868,INV04321,100127,2025-12-06,Redemption,345077,Telangana,Verified
TXN08869,INV02421,100128,2025-07-14,SIP,387581,Gujarat,Verified
TXN08870,INV04271,100044,2024-10-24,SIP,164982,Karnataka,Verified
TXN08871,INV04816,100086,2024-05-29,Lumpsum,441290,Karnataka,Verified
TXN08872,INV02629,100050,2024-02-16,SIP,179733,Delhi,Verified
TXN08873,INV00253,100043,2024-09-27,SIP,47997,Maharashtra,Verified
TXN08874,INV00383,100034,2025-09-25,SIP,205594,Telangana,Verified
TXN08875,INV00467,100085,2025-02-08,SIP,388290,Maharashtra,Verified
TXN08876,INV01458,100080,2025-10-21,Redemption,36802,Maharashtra,Verified
TXN08877,INV00705,100123,2024-06-15,SIP,212945,Karnataka,Verified
TXN08878,INV00680,100040,2025-07-05,SIP,193878,Telangana,Verified
TXN08879,INV02645,100081,2025-03-21,SIP,10015,Gujarat,Verified
TXN08880,INV01270,100085,2024-05-07,SIP,363516,Maharashtra,Verified
TXN08881,INV00152,100043,2024-12-15,SIP,353173,Maharashtra,Verified
TXN08882,INV01071,100051,2025-06-20,SIP,229261,Tamil Nadu,Verified
TXN08883,INV01865,100037,2025-07-11,SIP,380128,Karnataka,Verified
TXN08884,INV03884,100129,2024-12-04,SIP,45506,Karnataka,Verified
TXN08885,INV04782,100042,2025-07-20,SIP,440300,Telangana,Verified
TXN08886,INV00565,100058,2024-01-10,SIP,336747,Karnataka,Verified
TXN08887,INV00957,100044,2024-12-01,SIP,398193,Gujarat,Verified
TXN08888,INV02154,100050,2025-10-22,SIP,435173,Maharashtra,Verified
TXN08889,INV00613,100042,2025-08-20,SIP,30137,Telangana,Verified
TXN08890,INV01440,100038,2025-09-04,Redemption,363179,Maharashtra,Verified
TXN08891,INV04738,100080,2025-08-17,SIP,228788,Telangana,Verified
TXN08892,INV00599,100129,2025-10-02,SIP,162586,Tamil Nadu,Verified
TXN08893,INV01137,100125,2025-06-23,Lumpsum,283670,Gujarat,Verified
TXN08894,INV02675,100080,2024-12-08,SIP,248416,Gujarat,Verified
TXN08895,INV02297,100051,2024-10-09,SIP,442656,Telangana,Verified
TXN08896,INV00463,100040,2024-11-27,Redemption,348301,Telangana,Verified
TXN08897,INV04359,100079,2025-08-13,Redemption,447719,Tamil Nadu,Verified
TXN08898,INV02276,100129,2024-12-16,SIP,294976,Gujarat,Verified
TXN08899,INV04529,100046,2025-06-29,Lumpsum,158108,Telangana,Verified
TXN08900,INV01969,100057,2025-04-30,SIP,477665,Delhi,Verified
TXN08901,INV01930,100037,2024-11-07,Lumpsum,80688,Tamil Nadu,Verified
TXN08902,INV03048,100086,2024-12-04,SIP,328527,Telangana,Verified
TXN08903,INV02365,100048,2025-06-08,SIP,117532,Karnataka,Verified
TXN08904,INV01766,100082,2024-03-13,Lumpsum,437827,Karnataka,Verified
TXN08905,INV02704,100048,2025-12-26,SIP,51840,Maharashtra,Verified
TXN08906,INV02128,100129,2024-09-08,SIP,212623,Maharashtra,Verified
TXN08907,INV04575,100050,2024-01-02,SIP,469312,Gujarat,Verified
TXN08908,INV03027,100057,2025-05-15,SIP,374141,Delhi,Verified
TXN08909,INV01688,100126,2024-02-08,SIP,129720,Karnataka,Verified
TXN08910,INV02500,100085,2025-12-20,Lumpsum,193997,Telangana,Verified
TXN08911,INV01165,100123,2025-01-16,Lumpsum,336992,Maharashtra,Verified
TXN08912,INV03130,100034,2025-06-03,Lumpsum,386494,Telangana,Verified
TXN08913,INV01772,100063,2025-09-27,Redemption,169872,Karnataka,Verified
TXN08914,INV01080,100040,2025-03-19,Redemption,26859,Delhi,Verified
TXN08915,INV04881,100064,2024-09-29,Redemption,377572,Karnataka,Verified
TXN08916,INV04227,100044,2025-08-22,Lumpsum,451183,Gujarat,Verified
TXN08917,INV03363,100123,2024-02-02,SIP,468886,Maharashtra,Verified
TXN08918,INV00335,100037,2025-08-13,SIP,408495,Telangana,Verified
TXN08919,INV00581,100058,2024-05-29,SIP,50033,Telangana,Verified
TXN08920,INV01339,100087,2025-11-29,SIP,372555,Tamil Nadu,Verified
TXN08921,INV01297,100037,2025-03-10,SIP,499405,Delhi,Verified
TXN08922,INV00800,100058,2025-10-21,SIP,482856,Telangana,Verified
TXN08923,INV00903,100041,2024-11-15,Lumpsum,445242,Gujarat,Verified
TXN08924,INV01197,100040,2025-02-15,SIP,354591,Karnataka,Verified
TXN08925,INV00395,100084,2025-08-17,SIP,255312,Telangana,Verified
TXN08926,INV03069,100077,2024-02-22,Redemption,136823,Maharashtra,Verified
TXN08927,INV00362,100080,2024-09-11,Redemption,50870,Gujarat,Verified
TXN08928,INV00392,100126,2024-08-17,Redemption,478949,Delhi,Verified
TXN08929,INV00705,100085,2024-06-08,SIP,178530,Telangana,Verified
TXN08930,INV03756,100120,2024-12-28,SIP,381330,Maharashtra,Verified
TXN08931,INV00109,100037,2025-08-08,SIP,191701,Maharashtra,Verified
TXN08932,INV04526,100043,2024-03-09,Lumpsum,369373,Karnataka,Verified
TXN08933,INV04055,100048,2025-09-23,SIP,363015,Tamil Nadu,Verified
TXN08934,INV01291,100127,2025-03-25,SIP,226572,Gujarat,Verified
TXN08935,INV02142,100087,2025-06-07,SIP,198243,Delhi,Verified
TXN08936,INV03653,100047,2024-11-12,SIP,102090,Delhi,Verified
TXN08937,INV02767,100087,2024-10-06,SIP,169780,Gujarat,Verified
TXN08938,INV00004,100126,2025-12-09,Redemption,216864,Tamil Nadu,Verified
TXN08939,INV01803,100039,2024-03-01,SIP,250637,Delhi,Verified
TXN08940,INV00836,100089,2024-12-07,SIP,473763,Maharashtra,Verified
TXN08941,INV02023,100041,2024-12-15,SIP,414135,Maharashtra,Verified
TXN08942,INV03309,100119,2024-03-01,SIP,316743,Delhi,Verified
TXN08943,INV02840,100058,2025-12-22,SIP,226244,Tamil Nadu,Verified
TXN08944,INV01954,100063,2025-01-19,Redemption,374846,Delhi,Verified
TXN08945,INV04534,100063,2024-07-12,Lumpsum,146753,Delhi,Verified
TXN08946,INV04148,100088,2024-03-18,SIP,477100,Delhi,Verified
TXN08947,INV00953,100123,2025-08-15,SIP,111353,Gujarat,Verified
TXN08948,INV03992,100089,2024-11-25,Redemption,478259,Gujarat,Verified
TXN08949,INV04938,100051,2024-06-23,SIP,182371,Tamil Nadu,Verified
TXN08950,INV00716,100082,2024-10-14,Lumpsum,73662,Maharashtra,Verified
TXN08951,INV02975,100085,2025-10-19,SIP,109052,Gujarat,Verified
TXN08952,INV03553,100128,2025-01-29,Lumpsum,89644,Delhi,Verified
TXN08953,INV00330,100034,2025-01-14,SIP,166778,Karnataka,Verified
TXN08954,INV00945,100063,2024-03-06,SIP,449411,Tamil Nadu,Verified
TXN08955,INV02797,100123,2025-02-27,SIP,434715,Delhi,Verified
TXN08956,INV01925,100041,2025-05-13,Redemption,199721,Maharashtra,Verified
TXN08957,INV02845,100063,2025-11-09,SIP,125235,Delhi,Verified
TXN08958,INV01401,100044,2024-01-04,SIP,335978,Delhi,Verified
TXN08959,INV00654,100120,2025-04-24,Lumpsum,29001,Telangana,Verified
TXN08960,INV04815,100080,2024-05-12,Redemption,345496,Gujarat,Verified
TXN08961,INV01061,100124,2025-04-08,SIP,213815,Maharashtra,Verified
TXN08962,INV04146,100048,2024-12-22,SIP,347557,Delhi,Verified
TXN08963,INV03768,100080,2025-12-06,Redemption,290296,Delhi,Verified
TXN08964,INV02280,100051,2024-07-16,SIP,141808,Gujarat,Verified
TXN08965,INV03387,100044,2024-12-09,SIP,411010,Delhi,Verified
TXN08966,INV00653,100034,2024-06-13,SIP,428785,Tamil Nadu,Verified
TXN08967,INV01833,100047,2024-05-21,SIP,211395,Tamil Nadu,Verified
TXN08968,INV03601,100063,2024-12-01,Lumpsum,365184,Tamil Nadu,Verified
TXN08969,INV02593,100086,2025-03-24,Redemption,373992,Gujarat,Verified
TXN08970,INV00004,100063,2025-05-16,Lumpsum,165624,Maharashtra,Verified
TXN08971,INV01829,100058,2025-09-08,Redemption,443437,Telangana,Verified
TXN08972,INV03825,100063,2025-03-19,SIP,60198,Delhi,Verified
TXN08973,INV04210,100079,2025-04-22,SIP,171444,Karnataka,Verified
TXN08974,INV01643,100044,2025-10-28,SIP,244639,Karnataka,Verified
TXN08975,INV04172,100127,2025-02-25,SIP,179113,Karnataka,Verified
TXN08976,INV00921,100088,2024-08-22,SIP,4111,Delhi,Verified
TXN08977,INV04060,100064,2025-11-14,SIP,270683,Telangana,Verified
TXN08978,INV00201,100043,2024-10-04,SIP,152816,Maharashtra,Verified
TXN08979,INV04110,100123,2025-08-01,Redemption,236072,Maharashtra,Verified
TXN08980,INV02450,100124,2024-11-10,SIP,125959,Gujarat,Verified
TXN08981,INV04807,100088,2024-04-07,SIP,314741,Maharashtra,Verified
TXN08982,INV03258,100081,2024-05-13,Lumpsum,209740,Karnataka,Verified
TXN08983,INV04656,100050,2025-03-22,SIP,344967,Delhi,Verified
TXN08984,INV04429,100077,2024-10-30,SIP,266305,Maharashtra,Verified
TXN08985,INV01911,100078,2025-09-16,Lumpsum,487724,Karnataka,Verified
TXN08986,INV04650,100038,2024-03-06,SIP,489674,Tamil Nadu,Verified
TXN08987,INV04865,100123,2025-05-24,Redemption,279636,Gujarat,Verified
TXN08988,INV00874,100057,2024-06-25,SIP,360741,Telangana,Verified
TXN08989,INV03110,100057,2025-04-18,SIP,423182,Delhi,Verified
TXN08990,INV04512,100047,2025-05-09,Lumpsum,399482,Maharashtra,Verified
TXN08991,INV01891,100038,2024-03-18,SIP,364571,Karnataka,Verified
TXN08992,INV02654,100044,2025-11-13,SIP,428076,Karnataka,Verified
TXN08993,INV01508,100039,2024-12-20,Lumpsum,315688,Telangana,Verified
TXN08994,INV02218,100126,2025-10-28,Lumpsum,341077,Karnataka,Verified
TXN08995,INV04408,100081,2024-01-26,Lumpsum,418515,Delhi,Verified
TXN08996,INV03839,100127,2025-05-19,SIP,448946,Delhi,Verified
TXN08997,INV01541,100039,2025-10-26,Lumpsum,326904,Gujarat,Verified
TXN08998,INV02693,100042,2024-12-28,Lumpsum,439146,Telangana,Verified
TXN08999,INV04098,100034,2025-03-02,Lumpsum,58754,Karnataka,Verified
TXN09000,INV02223,100129,2024-07-16,SIP,432520,Telangana,Verified
TXN09001,INV00130,100043,2024-12-28,SIP,497724,Karnataka,Verified
TXN09002,INV03892,100044,2024-04-26,SIP,360169,Maharashtra,Verified
TXN09003,INV02462,100039,2025-05-30,Redemption,331554,Karnataka,Verified
TXN09004,INV04952,100077,2025-05-24,SIP,72904,Delhi,Verified
TXN09005,INV03991,100119,2024-12-08,SIP,281884,Delhi,Verified
TXN09006,INV01709,100078,2025-01-09,Redemption,248422,Maharashtra,Verified
TXN09007,INV03715,100047,2024-02-05,Lumpsum,311405,Maharashtra,Verified
TXN09008,INV02418,100063,2025-08-19,SIP,448747,Tamil Nadu,Verified
TXN09009,INV04247,100088,2024-02-13,Redemption,262549,Delhi,Verified
TXN09010,INV01329,100058,2024-12-03,SIP,324548,Gujarat,Verified
TXN09011,INV03158,100050,2024-08-15,Redemption,318972,Gujarat,Verified
TXN09012,INV03902,100088,2024-12-30,Redemption,436171,Gujarat,Verified
TXN09013,INV00066,100077,2024-12-29,SIP,459071,Gujarat,Verified
TXN09014,INV00780,100047,2024-01-06,SIP,447904,Tamil Nadu,Verified
TXN09015,INV02896,100042,2025-01-26,SIP,444912,Karnataka,Verified
TXN09016,INV02946,100064,2024-10-12,SIP,133238,Delhi,Verified
TXN09017,INV00541,100037,2025-05-18,SIP,377081,Delhi,Verified
TXN09018,INV00917,100126,2024-09-09,SIP,316134,Telangana,Verified
TXN09019,INV01352,100126,2025-08-22,SIP,188829,Maharashtra,Verified
TXN09020,INV04043,100042,2025-04-25,SIP,11842,Gujarat,Verified
TXN09021,INV03060,100050,2025-02-20,SIP,60743,Tamil Nadu,Verified
TXN09022,INV02846,100046,2024-09-29,SIP,415720,Delhi,Verified
TXN09023,INV01430,100048,2024-02-25,Lumpsum,68568,Maharashtra,Verified
TXN09024,INV01686,100063,2025-06-25,SIP,316387,Tamil Nadu,Verified
TXN09025,INV04212,100042,2025-08-29,SIP,339242,Delhi,Verified
TXN09026,INV00147,100063,2024-10-07,Lumpsum,19679,Karnataka,Verified
TXN09027,INV03630,100129,2024-08-11,SIP,258409,Gujarat,Verified
TXN09028,INV04127,100041,2024-10-13,SIP,81162,Delhi,Verified
TXN09029,INV02230,100087,2025-02-12,SIP,360217,Tamil Nadu,Verified
TXN09030,INV04333,100127,2025-11-01,SIP,234460,Delhi,Verified
TXN09031,INV03327,100046,2024-12-17,Redemption,37368,Karnataka,Verified
TXN09032,INV00513,100124,2024-11-03,SIP,434942,Gujarat,Verified
TXN09033,INV03929,100085,2025-10-14,Lumpsum,188354,Tamil Nadu,Verified
TXN09034,INV01426,100047,2024-05-16,SIP,100892,Karnataka,Verified
TXN09035,INV00459,100038,2025-01-01,Lumpsum,487743,Delhi,Verified
TXN09036,INV02468,100119,2025-09-17,SIP,88554,Gujarat,Verified
TXN09037,INV01500,100037,2025-07-19,SIP,491039,Gujarat,Verified
TXN09038,INV01780,100037,2024-02-19,Lumpsum,208674,Karnataka,Verified
TXN09039,INV04696,100084,2024-04-05,SIP,42782,Maharashtra,Verified
TXN09040,INV04531,100086,2025-12-23,SIP,235620,Karnataka,Verified
TXN09041,INV04906,100044,2025-02-10,SIP,30667,Tamil Nadu,Verified
TXN09042,INV04023,100077,2024-05-22,Lumpsum,280845,Maharashtra,Verified
TXN09043,INV02599,100125,2025-08-25,SIP,378872,Telangana,Verified
TXN09044,INV02525,100046,2025-10-31,SIP,63026,Gujarat,Verified
TXN09045,INV03703,100063,2025-11-08,SIP,327093,Gujarat,Verified
TXN09046,INV02840,100087,2025-02-14,SIP,426829,Telangana,Verified
TXN09047,INV02268,100034,2024-01-06,Lumpsum,486356,Tamil Nadu,Verified
TXN09048,INV02749,100040,2024-08-28,SIP,397032,Gujarat,Verified
TXN09049,INV02031,100044,2025-01-12,SIP,141579,Delhi,Verified
TXN09050,INV02556,100040,2025-06-29,SIP,455852,Gujarat,Verified
TXN09051,INV01659,100048,2025-08-08,SIP,236272,Gujarat,Verified
TXN09052,INV01531,100123,2025-10-29,SIP,46939,Telangana,Verified
TXN09053,INV04590,100044,2024-11-29,SIP,308487,Maharashtra,Verified
TXN09054,INV02494,100123,2024-01-16,Lumpsum,344516,Gujarat,Verified
TXN09055,INV01719,100042,2025-09-01,SIP,144880,Delhi,Verified
TXN09056,INV03393,100129,2024-02-27,Lumpsum,364178,Karnataka,Verified
TXN09057,INV02907,100040,2024-09-23,SIP,461932,Delhi,Verified
TXN09058,INV03473,100119,2025-02-04,Lumpsum,350201,Gujarat,Verified
TXN09059,INV04867,100120,2025-01-03,SIP,226291,Maharashtra,Verified
TXN09060,INV03237,100081,2024-02-24,SIP,229697,Gujarat,Verified
TXN09061,INV04770,100120,2025-07-22,SIP,211936,Tamil Nadu,Verified
TXN09062,INV00432,100077,2025-04-07,Lumpsum,22638,Tamil Nadu,Verified
TXN09063,INV01933,100128,2024-02-24,SIP,221712,Tamil Nadu,Verified
TXN09064,INV03455,100039,2025-08-21,SIP,162747,Gujarat,Verified
TXN09065,INV01107,100046,2025-06-08,Lumpsum,363545,Delhi,Verified
TXN09066,INV00222,100033,2025-08-17,SIP,360924,Maharashtra,Verified
TXN09067,INV00713,100079,2024-01-07,SIP,38123,Karnataka,Verified
TXN09068,INV00444,100039,2025-03-13,Lumpsum,50358,Telangana,Verified
TXN09069,INV00629,100088,2024-02-01,Redemption,197135,Maharashtra,Verified
TXN09070,INV01022,100034,2025-08-05,SIP,453978,Telangana,Verified
TXN09071,INV01001,100128,2025-10-17,Redemption,29001,Telangana,Verified
TXN09072,INV01486,100057,2024-05-09,Lumpsum,181675,Gujarat,Verified
TXN09073,INV03691,100046,2025-05-25,SIP,100398,Maharashtra,Verified
TXN09074,INV00618,100084,2024-09-20,SIP,5191,Maharashtra,Verified
TXN09075,INV01045,100048,2025-02-05,SIP,451635,Telangana,Verified
TXN09076,INV01152,100057,2025-11-06,SIP,9017,Delhi,Verified
TXN09077,INV02225,100048,2024-05-11,SIP,389481,Gujarat,Verified
TXN09078,INV01736,100034,2025-10-21,Lumpsum,288177,Maharashtra,Verified
TXN09079,INV04309,100050,2024-09-17,SIP,265189,Delhi,Verified
TXN09080,INV01701,100089,2024-03-17,Lumpsum,325016,Karnataka,Verified
TXN09081,INV02998,100047,2025-03-11,Redemption,23476,Delhi,Verified
TXN09082,INV03923,100048,2024-02-04,SIP,14629,Tamil Nadu,Verified
TXN09083,INV00916,100038,2024-12-26,Lumpsum,244883,Karnataka,Verified
TXN09084,INV00580,100127,2025-06-04,Lumpsum,370822,Tamil Nadu,Verified
TXN09085,INV03192,100033,2024-04-05,SIP,445666,Delhi,Verified
TXN09086,INV02313,100064,2025-06-29,SIP,255471,Tamil Nadu,Verified
TXN09087,INV01258,100087,2024-05-26,SIP,405573,Gujarat,Verified
TXN09088,INV01400,100085,2024-04-06,SIP,64756,Telangana,Verified
TXN09089,INV00322,100087,2024-05-04,Lumpsum,246840,Telangana,Verified
TXN09090,INV02231,100042,2024-04-21,SIP,105768,Gujarat,Verified
TXN09091,INV04173,100047,2025-10-23,Redemption,383894,Karnataka,Verified
TXN09092,INV01595,100088,2024-08-20,SIP,124884,Gujarat,Verified
TXN09093,INV02031,100080,2025-02-21,SIP,400973,Tamil Nadu,Verified
TXN09094,INV02055,100126,2025-06-11,Redemption,14278,Telangana,Verified
TXN09095,INV01785,100082,2025-03-25,SIP,24969,Karnataka,Verified
TXN09096,INV03990,100047,2024-01-13,SIP,156557,Maharashtra,Verified
TXN09097,INV01714,100058,2024-03-03,SIP,180800,Telangana,Verified
TXN09098,INV00265,100087,2025-08-27,SIP,75899,Maharashtra,Verified
TXN09099,INV02709,100064,2024-06-25,SIP,493355,Maharashtra,Verified
TXN09100,INV04640,100078,2024-09-27,SIP,295321,Telangana,Verified
TXN09101,INV03606,100064,2025-11-09,Lumpsum,399748,Gujarat,Verified
TXN09102,INV01460,100033,2024-10-31,SIP,356429,Tamil Nadu,Verified
TXN09103,INV04314,100064,2024-06-22,SIP,163653,Telangana,Verified
TXN09104,INV01017,100120,2024-07-05,SIP,109072,Tamil Nadu,Verified
TXN09105,INV00934,100047,2025-12-25,SIP,108267,Maharashtra,Verified
TXN09106,INV00089,100125,2025-03-18,Lumpsum,288684,Karnataka,Verified
TXN09107,INV02919,100123,2025-05-19,Lumpsum,374221,Karnataka,Verified
TXN09108,INV00564,100089,2024-02-11,SIP,95666,Karnataka,Verified
TXN09109,INV03134,100087,2024-09-28,SIP,209994,Maharashtra,Verified
TXN09110,INV01802,100084,2024-07-30,SIP,19233,Telangana,Verified
TXN09111,INV02310,100039,2024-05-20,Lumpsum,363581,Tamil Nadu,Verified
TXN09112,INV04892,100086,2024-10-03,Redemption,169631,Telangana,Verified
TXN09113,INV02265,100037,2024-03-30,SIP,135174,Karnataka,Verified
TXN09114,INV03300,100119,2025-07-03,SIP,278795,Karnataka,Verified
TXN09115,INV02474,100048,2025-02-23,SIP,337022,Delhi,Verified
TXN09116,INV03279,100088,2025-03-17,SIP,124770,Karnataka,Verified
TXN09117,INV02294,100033,2025-09-17,SIP,166719,Delhi,Verified
TXN09118,INV02242,100033,2025-11-21,Lumpsum,57680,Tamil Nadu,Verified
TXN09119,INV02545,100124,2024-04-12,Redemption,477392,Karnataka,Verified
TXN09120,INV01216,100057,2025-09-16,SIP,162091,Maharashtra,Verified
TXN09121,INV00193,100051,2024-07-14,SIP,69118,Gujarat,Verified
TXN09122,INV03274,100089,2025-10-12,SIP,13765,Maharashtra,Verified
TXN09123,INV00899,100089,2025-10-25,Lumpsum,209826,Delhi,Verified
TXN09124,INV02583,100048,2024-03-28,SIP,291205,Karnataka,Verified
TXN09125,INV04739,100087,2025-04-19,Lumpsum,409411,Maharashtra,Verified
TXN09126,INV01039,100077,2025-03-23,Lumpsum,390646,Gujarat,Verified
TXN09127,INV00714,100126,2024-05-20,Redemption,155043,Delhi,Verified
