investor_id,state,amount,age,gender,city_tier
INV01263,Gujarat,1153448,46,Male,B30
INV01264,Maharashtra,2029146,25,Male,T30
INV01265,Maharashtra,1764671,43,Male,T30
INV01266,Delhi,2219268,50,Female,T30
INV01267,Telangana,2135354,50,Male,B30
INV01268,Delhi,1005453,41,Male,T30
INV01269,Gujarat,1086335,56,Female,B30
INV01270,Maharashtra,1703980,46,Male,T30
INV01271,Gujarat,387742,47,Female,B30
INV01272,Karnataka,2050867,21,Female,T30
INV01273,Karnataka,1842436,25,Female,T30
INV01274,Delhi,1734688,35,Male,T30
INV01275,Tamil Nadu,1132560,24,Male,T30
INV01276,Gujarat,1789656,62,Male,B30
INV01277,Karnataka,1273316,58,Male,T30
INV01278,Delhi,3527445,43,Male,T30
INV01279,Delhi,1920198,31,Male,T30
INV01280,Delhi,1268627,25,Female,T30
INV01281,Gujarat,2272658,32,Female,B30
INV01282,Gujarat,1450921,60,Male,B30
INV01283,Delhi,2258476,60,Female,T30
INV01284,Gujarat,1842750,42,Female,B30
INV01285,Delhi,1070368,48,Male,T30
INV01286,Delhi,1719789,57,Male,T30
INV01287,Karnataka,2355071,54,Female,T30
INV01288,Delhi,2294307,39,Female,T30
INV01289,Maharashtra,1094912,26,Male,T30
INV01290,Gujarat,891016,63,Female,B30
INV01291,Delhi,1449899,30,Female,T30
INV01292,Karnataka,1281157,62,Male,T30
INV01293,Karnataka,845751,56,Female,T30
INV01294,Tamil Nadu,2374193,65,Male,T30
INV01295,Karnataka,2184386,64,Female,T30
INV01296,Delhi,805465,37,Male,T30
INV01297,Delhi,1157565,38,Male,T30
INV01298,Delhi,302722,21,Female,T30
INV01299,Delhi,2512569,26,Female,T30
INV01300,Gujarat,1972835,48,Female,B30
INV01301,Delhi,1079603,41,Female,T30
INV01302,Tamil Nadu,1006288,63,Male,T30
INV01303,Tamil Nadu,1397818,50,Male,T30
INV01304,Telangana,2626314,26,Female,B30
INV01305,Karnataka,2792320,39,Male,T30
INV01306,Maharashtra,1414420,57,Male,T30
INV01307,Tamil Nadu,1973689,36,Male,T30
INV01308,Karnataka,2490792,21,Female,T30
INV01309,Tamil Nadu,857069,69,Male,T30
INV01310,Telangana,1907934,39,Female,B30
INV01311,Gujarat,958321,52,Female,B30
INV01312,Delhi,2540657,59,Female,T30
INV01313,Delhi,1357881,31,Female,T30
INV01314,Delhi,1701540,31,Female,T30
INV01315,Delhi,1956453,62,Female,T30
INV01316,Karnataka,1972641,37,Male,T30
INV01317,Maharashtra,3253687,48,Male,T30
INV01318,Delhi,722644,39,Male,T30
INV01319,Karnataka,1732125,68,Female,T30
INV01320,Tamil Nadu,314813,68,Male,T30
INV01321,Karnataka,1539913,64,Male,T30
INV01322,Maharashtra,611384,39,Male,T30
INV01323,Telangana,1132688,29,Male,B30
INV01324,Maharashtra,1177849,45,Female,T30
INV01325,Delhi,301183,39,Female,T30
INV01326,Delhi,1741690,38,Female,T30
INV01327,Tamil Nadu,3175311,68,Female,T30
INV01328,Delhi,1394093,65,Male,T30
INV01329,Maharashtra,2145311,47,Female,T30
INV01330,Delhi,1410840,37,Male,T30
INV01331,Gujarat,1089575,65,Female,B30
INV01332,Telangana,1773043,52,Male,B30
INV01333,Maharashtra,1719434,24,Female,T30
INV01334,Gujarat,1596068,60,Male,B30
INV01335,Karnataka,1237169,30,Female,T30
INV01336,Gujarat,1060062,57,Female,B30
INV01337,Delhi,1014290,35,Female,T30
INV01338,Delhi,601749,32,Male,T30
INV01339,Gujarat,1878507,24,Female,B30
INV01340,Tamil Nadu,2391072,44,Female,T30
INV01341,Delhi,1330683,48,Female,T30
INV01342,Karnataka,1441740,38,Male,T30
INV01343,Tamil Nadu,1761240,60,Female,T30
INV01344,Tamil Nadu,1625633,39,Female,T30
INV01345,Delhi,2383025,57,Male,T30
INV01346,Delhi,1127976,51,Female,T30
INV01347,Gujarat,1644045,55,Male,B30
INV01348,Gujarat,1386793,26,Female,B30
INV01349,Karnataka,1244493,22,Male,T30
INV01350,Delhi,438158,67,Male,T30
INV01351,Delhi,1373789,37,Male,T30
INV01352,Tamil Nadu,2479995,31,Male,T30
INV01353,Maharashtra,1429845,45,Female,T30
INV01354,Karnataka,2681584,60,Female,T30
INV01355,Maharashtra,519431,61,Female,T30
INV01356,Gujarat,145747,56,Female,B30
INV01357,Gujarat,1036799,43,Male,B30
INV01358,Tamil Nadu,425450,21,Female,T30
INV01359,Karnataka,1967825,22,Male,T30
INV01360,Gujarat,603565,58,Male,B30
INV01361,Maharashtra,1750616,47,Female,T30
INV01362,Telangana,939676,41,Female,B30
INV01363,Karnataka,1713646,39,Male,T30
INV01364,Delhi,275353,34,Female,T30
INV01365,Gujarat,554918,63,Female,B30
INV01366,Maharashtra,1201867,66,Male,T30
INV01367,Gujarat,198014,38,Male,B30
INV01368,Telangana,954231,46,Male,B30
INV01369,Delhi,1556182,67,Female,T30
INV01370,Delhi,1030173,21,Female,T30
INV01371,Delhi,236793,29,Male,T30
INV01372,Karnataka,1538061,68,Female,T30
INV01373,Karnataka,1715198,51,Male,T30
INV01374,Gujarat,823990,39,Female,B30
INV01375,Delhi,1377401,37,Female,T30
INV01376,Maharashtra,2855268,24,Female,T30
INV01377,Karnataka,1807695,68,Male,T30
INV01378,Karnataka,884923,27,Female,T30
INV01379,Gujarat,1376742,38,Male,B30
INV01380,Karnataka,1202520,23,Male,T30
INV01381,Delhi,2282527,46,Male,T30
INV01382,Delhi,462278,59,Female,T30
INV01383,Delhi,628964,33,Female,T30
INV01384,Telangana,179556,26,Male,B30
INV01385,Delhi,1616183,41,Male,T30
INV01386,Maharashtra,2487092,61,Male,T30
INV01387,Telangana,1754448,65,Male,B30
INV01388,Gujarat,1020764,38,Female,B30
INV01389,Gujarat,397904,54,Female,B30
INV01390,Tamil Nadu,1258497,40,Female,T30
INV01391,Gujarat,562715,48,Male,B30
INV01392,Gujarat,1464185,54,Female,B30
INV01393,Karnataka,365097,64,Male,T30
INV01394,Delhi,871832,36,Female,T30
INV01395,Telangana,1636791,66,Female,B30
INV01396,Delhi,1256849,28,Female,T30
INV01397,Tamil Nadu,1258827,30,Female,T30
INV01398,Gujarat,443305,28,Female,B30
INV01399,Delhi,999923,39,Female,T30
INV01400,Tamil Nadu,1309153,60,Female,T30
INV01401,Telangana,1022122,65,Male,B30
INV01402,Gujarat,1126493,46,Male,B30
INV01403,Gujarat,604882,45,Female,B30
INV01404,Maharashtra,1648140,27,Male,T30
INV01405,Tamil Nadu,1331770,41,Male,T30
INV01406,Maharashtra,1111090,26,Male,T30
INV01407,Gujarat,2858397,30,Female,B30
INV01408,Tamil Nadu,858367,63,Female,T30
INV01409,Karnataka,858049,31,Female,T30
INV01410,Maharashtra,1092091,41,Male,T30
INV01411,Tamil Nadu,2055173,41,Male,T30
INV01412,Maharashtra,2205198,41,Male,T30
INV01413,Delhi,1431438,57,Male,T30
INV01414,Telangana,1144264,51,Female,B30
INV01415,Maharashtra,1398993,34,Male,T30
INV01416,Delhi,1056742,39,Male,T30
INV01417,Gujarat,1407960,44,Male,B30
INV01418,Telangana,177909,42,Female,B30
INV01419,Gujarat,361126,49,Male,B30
INV01420,Telangana,606020,47,Female,B30
INV01421,Tamil Nadu,362753,60,Male,T30
INV01422,Gujarat,821735,24,Male,B30
INV01423,Gujarat,1219006,63,Male,B30
INV01424,Maharashtra,1809848,51,Male,T30
INV01425,Karnataka,480532,23,Female,T30
INV01426,Karnataka,2323246,67,Male,T30
INV01427,Karnataka,3770566,25,Male,T30
INV01428,Maharashtra,928832,61,Female,T30
INV01429,Karnataka,1797226,37,Female,T30
INV01430,Delhi,3501621,33,Male,T30
INV01431,Karnataka,1228285,58,Female,T30
INV01432,Delhi,526048,67,Male,T30
INV01433,Delhi,3738369,69,Male,T30
INV01434,Gujarat,1073634,50,Male,B30
INV01435,Maharashtra,404157,40,Male,T30
INV01436,Tamil Nadu,1464302,65,Female,T30
INV01437,Gujarat,1369643,52,Male,B30
INV01438,Delhi,1482589,58,Male,T30
INV01439,Delhi,1949099,42,Female,T30
INV01440,Tamil Nadu,1508434,58,Female,T30
INV01441,Tamil Nadu,2290802,27,Female,T30
INV01442,Tamil Nadu,491418,44,Female,T30
INV01443,Tamil Nadu,295509,51,Male,T30
INV01444,Telangana,2807948,38,Male,B30
INV01445,Maharashtra,754395,68,Male,T30
INV01446,Gujarat,4437264,36,Male,B30
INV01447,Delhi,477492,21,Male,T30
INV01448,Tamil Nadu,2549917,43,Female,T30
INV01449,Delhi,1778539,47,Male,T30
INV01450,Maharashtra,3404657,24,Female,T30
INV01451,Tamil Nadu,1306466,49,Male,T30
INV01452,Gujarat,1990856,42,Male,B30
INV01453,Tamil Nadu,1063682,50,Male,T30
INV01454,Delhi,1653279,47,Male,T30
INV01455,Delhi,1182487,63,Male,T30
INV01456,Gujarat,2430764,67,Female,B30
INV01457,Delhi,862981,52,Female,T30
INV01458,Maharashtra,2620211,67,Male,T30
INV01459,Maharashtra,2358033,37,Male,T30
INV01460,Tamil Nadu,1346882,30,Female,T30
INV01461,Karnataka,911600,68,Female,T30
INV01462,Delhi,1445227,26,Male,T30
INV01463,Delhi,1103653,60,Female,T30
INV01464,Delhi,867795,29,Female,T30
INV01465,Gujarat,624771,35,Male,B30
INV01466,Telangana,2173499,36,Female,B30
INV01467,Delhi,2418547,62,Male,T30
INV01468,Delhi,1430970,24,Male,T30
INV01469,Delhi,1889620,70,Male,T30
INV01470,Tamil Nadu,2864064,25,Male,T30
INV01471,Tamil Nadu,1454597,23,Male,T30
INV01472,Tamil Nadu,686695,28,Female,T30
INV01473,Karnataka,490613,21,Male,T30
INV01474,Tamil Nadu,1388402,28,Female,T30
INV01475,Gujarat,2286035,64,Male,B30
INV01476,Karnataka,1537691,27,Female,T30
INV01477,Delhi,1239933,43,Female,T30
INV01478,Maharashtra,1106563,26,Male,T30
INV01479,Tamil Nadu,2605163,28,Female,T30
INV01480,Gujarat,465726,22,Male,B30
INV01481,Maharashtra,1829287,48,Male,T30
INV01482,Telangana,815932,56,Male,B30
INV01483,Karnataka,1226581,59,Female,T30
INV01484,Maharashtra,1249731,29,Female,T30
INV01485,Gujarat,1100788,69,Male,B30
INV01486,Gujarat,2250792,39,Female,B30
INV01487,Delhi,1072073,65,Female,T30
INV01488,Tamil Nadu,988252,30,Female,T30
INV01489,Telangana,1342790,60,Female,B30
INV01490,Maharashtra,549040,32,Male,T30
INV01491,Telangana,1564131,57,Male,B30
INV01492,Karnataka,1767330,36,Female,T30
INV01493,Delhi,2381813,69,Male,T30
INV01494,Maharashtra,1427537,67,Male,T30
INV01495,Gujarat,1451734,37,Male,B30
INV01496,Gujarat,1535831,37,Female,B30
INV01497,Gujarat,2296168,52,Female,B30
INV01498,Karnataka,1445834,37,Male,T30
INV01499,Tamil Nadu,1762234,27,Male,T30
INV01500,Tamil Nadu,3750748,33,Male,T30
INV01501,Delhi,694107,42,Female,T30
INV01502,Delhi,2810978,22,Male,T30
INV01503,Delhi,2202259,48,Female,T30
INV01504,Maharashtra,2159323,70,Female,T30
INV01505,Gujarat,762279,48,Male,B30
INV01506,Gujarat,637512,66,Male,B30
INV01507,Gujarat,1943270,65,Female,B30
INV01508,Delhi,1822344,51,Male,T30
INV01509,Tamil Nadu,786825,66,Male,T30
INV01510,Gujarat,878110,59,Female,B30
INV01511,Tamil Nadu,1209088,46,Male,T30
INV01512,Delhi,2363935,46,Male,T30
INV01513,Karnataka,249463,35,Female,T30
INV01514,Delhi,1415713,29,Female,T30
INV01515,Gujarat,1583864,68,Female,B30
INV01516,Karnataka,1124818,57,Female,T30
INV01517,Telangana,789135,39,Male,B30
INV01518,Karnataka,793057,46,Female,T30
INV01519,Gujarat,767815,29,Female,B30
INV01520,Maharashtra,2145016,22,Male,T30
INV01521,Gujarat,876637,69,Male,B30
INV01522,Karnataka,1064915,69,Female,T30
INV01523,Maharashtra,1456161,44,Male,T30
INV01524,Karnataka,1043818,51,Female,T30
INV01525,Delhi,2788760,30,Female,T30
INV01526,Delhi,1338882,25,Female,T30
INV01527,Delhi,1562783,42,Male,T30
INV01528,Delhi,2652371,26,Female,T30
INV01529,Delhi,696846,23,Female,T30
INV01530,Delhi,1177397,38,Female,T30
INV01531,Maharashtra,1831366,48,Female,T30
INV01532,Tamil Nadu,1119206,47,Male,T30
INV01533,Gujarat,1139749,55,Female,B30
INV01534,Gujarat,1636609,23,Female,B30
INV01535,Gujarat,2220456,67,Male,B30
INV01536,Gujarat,1845973,27,Female,B30
INV01537,Maharashtra,133275,22,Male,T30
INV01538,Gujarat,2327217,52,Female,B30
INV01539,Karnataka,342703,50,Male,T30
INV01540,Telangana,1798017,27,Male,B30
INV01541,Delhi,1113891,68,Female,T30
INV01542,Gujarat,506911,50,Female,B30
INV01543,Delhi,1457573,31,Male,T30
INV01544,Maharashtra,1987779,37,Male,T30
INV01545,Tamil Nadu,1537257,67,Female,T30
INV01546,Gujarat,792363,65,Male,B30
INV01547,Delhi,2021874,52,Male,T30
INV01548,Telangana,1765371,50,Male,B30
INV01549,Telangana,43830,33,Female,B30
INV01550,Delhi,1804430,25,Female,T30
INV01551,Delhi,1004837,24,Female,T30
INV01552,Telangana,1574835,29,Male,B30
INV01553,Maharashtra,1859224,31,Male,T30
INV01554,Karnataka,1497373,52,Male,T30
INV01555,Gujarat,2508419,34,Female,B30
INV01556,Telangana,364590,34,Female,B30
INV01557,Delhi,1205243,48,Male,T30
INV01558,Telangana,1759978,37,Female,B30
INV01559,Gujarat,559805,38,Female,B30
INV01560,Gujarat,582280,24,Male,B30
INV01561,Delhi,2105435,25,Female,T30
INV01562,Delhi,1902144,27,Male,T30
INV01563,Karnataka,1400485,39,Male,T30
INV01564,Delhi,851125,43,Male,T30
INV01565,Delhi,1073898,57,Male,T30
INV01566,Delhi,1092383,37,Female,T30
INV01567,Delhi,757374,63,Female,T30
INV01568,Telangana,1702234,31,Male,B30
INV01569,Delhi,1121189,43,Male,T30
INV01570,Tamil Nadu,980611,64,Male,T30
INV01571,Delhi,2058781,60,Female,T30
INV01572,Gujarat,1478404,66,Male,B30
INV01573,Telangana,2370793,26,Male,B30
INV01574,Maharashtra,2334173,22,Male,T30
INV01575,Karnataka,1861152,42,Female,T30
INV01576,Karnataka,1195831,53,Female,T30
INV01577,Delhi,572213,26,Male,T30
INV01578,Gujarat,1434721,46,Male,B30
INV01579,Karnataka,1407693,29,Male,T30
INV01580,Gujarat,2188322,59,Female,B30
INV01581,Telangana,2194921,46,Female,B30
INV01582,Karnataka,458500,47,Male,T30
INV01583,Tamil Nadu,1765889,57,Female,T30
INV01584,Delhi,3214597,47,Female,T30
INV01585,Gujarat,478085,34,Male,B30
INV01586,Delhi,2198234,29,Male,T30
INV01587,Tamil Nadu,1001625,30,Male,T30
INV01588,Tamil Nadu,1892681,69,Male,T30
INV01589,Maharashtra,1146191,54,Male,T30
INV01590,Tamil Nadu,2051859,57,Male,T30
INV01591,Karnataka,1189727,53,Female,T30
INV01592,Telangana,1699041,64,Male,B30
INV01593,Delhi,1995691,26,Male,T30
INV01594,Karnataka,2709860,55,Female,T30
INV01595,Karnataka,689662,25,Male,T30
INV01596,Gujarat,2035612,68,Female,B30
INV01597,Delhi,782141,55,Male,T30
INV01598,Gujarat,1685460,64,Female,B30
INV01599,Gujarat,433662,58,Male,B30
INV01600,Karnataka,1109834,70,Male,T30
INV01601,Telangana,828942,24,Female,B30
INV01602,Delhi,3026789,29,Male,T30
INV01603,Maharashtra,796607,61,Female,T30
INV01604,Delhi,946747,48,Male,T30
INV01605,Delhi,1205381,66,Female,T30
INV01606,Tamil Nadu,1675999,23,Female,T30
INV01607,Delhi,1490996,48,Female,T30
INV01608,Delhi,449791,51,Male,T30
INV01609,Tamil Nadu,1315273,30,Female,T30
INV01610,Tamil Nadu,151619,66,Male,T30
INV01611,Gujarat,1088863,26,Male,B30
INV01612,Delhi,2921199,24,Male,T30
INV01613,Delhi,1649884,33,Female,T30
INV01614,Telangana,1760989,51,Male,B30
INV01615,Delhi,468704,69,Male,T30
INV01616,Gujarat,1579447,69,Female,B30
INV01617,Delhi,1057844,53,Female,T30
INV01618,Karnataka,2724246,51,Female,T30
INV01619,Maharashtra,2232070,29,Female,T30
INV01620,Karnataka,1541318,43,Female,T30
INV01621,Maharashtra,3237441,33,Male,T30
INV01622,Delhi,1255832,68,Female,T30
INV01623,Karnataka,1296058,49,Female,T30
INV01624,Maharashtra,1053804,25,Male,T30
INV01625,Gujarat,1313494,39,Female,B30
INV01626,Telangana,1513640,55,Male,B30
INV01627,Delhi,1314451,59,Male,T30
INV01628,Telangana,2633756,59,Female,B30
INV01629,Telangana,1541477,57,Female,B30
INV01630,Gujarat,3060722,45,Male,B30
INV01631,Karnataka,3593427,69,Female,T30
INV01632,Telangana,2758742,68,Female,B30
INV01633,Telangana,1531502,64,Female,B30
INV01634,Maharashtra,2082177,58,Female,T30
INV01635,Delhi,679256,27,Female,T30
INV01636,Delhi,3589012,64,Male,T30
INV01637,Tamil Nadu,528392,56,Female,T30
INV01638,Delhi,1199330,54,Male,T30
INV01639,Delhi,1250005,59,Male,T30
INV01640,Delhi,1408317,36,Female,T30
INV01641,Delhi,1650399,35,Male,T30
INV01642,Tamil Nadu,1182872,51,Male,T30
INV01643,Karnataka,1087721,39,Male,T30
INV01644,Tamil Nadu,2223125,49,Male,T30
INV01645,Delhi,1696150,52,Female,T30
INV01646,Karnataka,1015044,44,Male,T30
INV01647,Maharashtra,1839027,40,Male,T30
INV01648,Telangana,1192080,58,Female,B30
INV01649,Maharashtra,678641,69,Female,T30
INV01650,Gujarat,1149551,37,Female,B30
INV01652,Karnataka,2046917,57,Male,T30
INV01653,Tamil Nadu,1766359,67,Male,T30
INV01654,Maharashtra,1416857,59,Male,T30
INV01655,Delhi,1193439,26,Male,T30
INV01656,Karnataka,782372,52,Female,T30
INV01657,Karnataka,2754792,64,Male,T30
INV01658,Maharashtra,1372403,31,Female,T30
INV01659,Gujarat,1218052,51,Male,B30
INV01660,Delhi,1298415,39,Female,T30
INV01661,Delhi,1227139,65,Male,T30
INV01662,Telangana,1488897,60,Female,B30
INV01663,Tamil Nadu,2711994,26,Female,T30
INV01664,Delhi,1815010,53,Female,T30
INV01665,Delhi,728805,22,Female,T30
INV01666,Delhi,1073514,60,Female,T30
INV01667,Telangana,1999876,21,Female,B30
INV01668,Telangana,1103577,24,Female,B30
INV01669,Gujarat,2440206,35,Male,B30
INV01670,Delhi,2203870,41,Female,T30
INV01671,Maharashtra,2185572,46,Male,T30
INV01672,Delhi,1425020,36,Male,T30
INV01673,Maharashtra,933401,70,Female,T30
INV01674,Delhi,1085729,53,Female,T30
INV01675,Telangana,877945,60,Male,B30
INV01676,Telangana,1856930,70,Male,B30
INV01677,Karnataka,2510448,31,Male,T30
INV01678,Telangana,1298448,62,Female,B30
INV01679,Delhi,1103072,67,Male,T30
INV01680,Gujarat,1199230,29,Male,B30
INV01681,Tamil Nadu,1178431,61,Female,T30
INV01682,Telangana,1776834,55,Female,B30
INV01683,Delhi,3765067,22,Female,T30
INV01684,Tamil Nadu,1781731,49,Male,T30
INV01685,Gujarat,1744120,63,Female,B30
INV01686,Delhi,2178011,38,Male,T30
INV01687,Telangana,1715989,46,Male,B30
INV01688,Tamil Nadu,1373038,49,Male,T30
INV01689,Gujarat,1093711,59,Male,B30
INV01690,Delhi,1203266,24,Female,T30
INV01691,Maharashtra,430884,49,Female,T30
INV01692,Tamil Nadu,1379960,51,Female,T30
INV01693,Gujarat,3138107,30,Male,B30
INV01694,Gujarat,1444156,64,Female,B30
INV01695,Delhi,2792667,54,Female,T30
INV01696,Delhi,1780495,35,Male,T30
INV01697,Gujarat,1999196,48,Female,B30
INV01698,Telangana,2982053,36,Male,B30
INV01699,Delhi,484255,33,Male,T30
INV01701,Gujarat,2478439,27,Female,B30
INV01702,Gujarat,2410385,66,Female,B30
INV01703,Gujarat,642752,57,Male,B30
INV01704,Karnataka,1677538,58,Male,T30
INV01705,Delhi,894770,38,Female,T30
INV01706,Gujarat,2083779,66,Male,B30
INV01707,Telangana,1512439,50,Female,B30
INV01708,Maharashtra,1550980,44,Female,T30
INV01709,Telangana,766719,23,Female,B30
INV01710,Gujarat,1581373,30,Male,B30
INV01711,Karnataka,2439067,31,Male,T30
INV01712,Delhi,1244038,38,Female,T30
INV01713,Gujarat,2128140,60,Female,B30
INV01714,Karnataka,706020,23,Female,T30
INV01715,Maharashtra,1261729,49,Male,T30
INV01716,Delhi,633560,35,Male,T30
INV01717,Karnataka,1716760,35,Female,T30
INV01718,Gujarat,2916225,29,Male,B30
INV01719,Delhi,2007111,48,Female,T30
INV01720,Delhi,772138,34,Female,T30
INV01722,Delhi,349853,31,Male,T30
INV01723,Karnataka,1464202,61,Female,T30
INV01724,Telangana,1196589,54,Male,B30
INV01725,Maharashtra,184259,44,Female,T30
INV01726,Gujarat,322744,58,Female,B30
INV01727,Maharashtra,1866509,48,Male,T30
INV01728,Telangana,525659,61,Female,B30
INV01729,Maharashtra,1893195,25,Female,T30
INV01730,Delhi,1528390,67,Male,T30
INV01731,Karnataka,1820395,67,Male,T30
INV01732,Gujarat,490650,58,Female,B30
INV01733,Delhi,2084269,25,Male,T30
INV01734,Maharashtra,878966,64,Male,T30
INV01735,Maharashtra,1676537,42,Female,T30
INV01736,Maharashtra,1722406,66,Female,T30
INV01737,Tamil Nadu,1436652,46,Female,T30
INV01738,Delhi,502999,25,Female,T30
INV01739,Gujarat,1388069,69,Female,B30
INV01740,Maharashtra,542653,35,Male,T30
INV01741,Delhi,513538,45,Male,T30
INV01742,Tamil Nadu,1205404,29,Male,T30
INV01743,Karnataka,2007091,63,Female,T30
INV01744,Delhi,851935,22,Male,T30
INV01745,Karnataka,2483722,23,Female,T30
INV01746,Karnataka,2178951,68,Male,T30
INV01747,Maharashtra,823724,26,Male,T30
INV01748,Delhi,473126,25,Male,T30
INV01749,Karnataka,2187634,47,Female,T30
INV01750,Delhi,2870910,30,Female,T30
INV01751,Gujarat,894186,51,Male,B30
INV01752,Karnataka,1735210,49,Male,T30
INV01753,Karnataka,1521294,41,Male,T30
INV01754,Telangana,1450610,56,Male,B30
INV01755,Maharashtra,2030798,46,Male,T30
INV01756,Delhi,1287606,70,Female,T30
INV01757,Maharashtra,2160014,46,Male,T30
INV01758,Karnataka,1116621,39,Female,T30
INV01759,Tamil Nadu,1780534,27,Female,T30
INV01760,Delhi,845510,23,Female,T30
INV01761,Karnataka,1228156,67,Male,T30
INV01762,Gujarat,2914947,60,Male,B30
INV01763,Delhi,2104941,66,Male,T30
INV01764,Maharashtra,2848664,69,Female,T30
INV01765,Delhi,914589,64,Female,T30
INV01766,Tamil Nadu,1960268,53,Male,T30
INV01767,Karnataka,1274505,46,Female,T30
INV01768,Gujarat,687202,63,Male,B30
INV01769,Maharashtra,1240878,46,Female,T30
INV01770,Maharashtra,2107223,47,Female,T30
INV01771,Delhi,1504240,22,Female,T30
INV01772,Karnataka,2002591,61,Male,T30
INV01773,Tamil Nadu,1157871,46,Male,T30
INV01774,Delhi,793257,25,Male,T30
INV01775,Gujarat,2192610,48,Female,B30
INV01776,Tamil Nadu,1380770,23,Female,T30
INV01777,Delhi,350883,52,Male,T30
INV01778,Karnataka,2555764,56,Female,T30
INV01779,Tamil Nadu,1244204,60,Female,T30
INV01780,Karnataka,681282,64,Female,T30
INV01781,Maharashtra,447547,51,Male,T30
INV01782,Karnataka,1503402,43,Female,T30
INV01783,Delhi,1528843,52,Female,T30
INV01784,Tamil Nadu,1450792,25,Female,T30
INV01785,Karnataka,2698701,63,Male,T30
INV01786,Delhi,1867267,53,Female,T30
INV01787,Maharashtra,1564760,47,Male,T30
INV01788,Gujarat,1618348,59,Male,B30
INV01789,Delhi,1212737,37,Male,T30
INV01790,Gujarat,697462,29,Male,B30
INV01791,Delhi,2349851,70,Female,T30
INV01792,Karnataka,2295176,47,Female,T30
INV01793,Delhi,1552742,58,Male,T30
INV01794,Karnataka,3067031,48,Male,T30
INV01795,Gujarat,2311329,37,Female,B30
INV01796,Delhi,1492645,44,Female,T30
INV01797,Delhi,1690638,38,Male,T30
INV01798,Delhi,1651287,70,Female,T30
INV01799,Delhi,1167300,31,Male,T30
INV01800,Karnataka,2259830,25,Female,T30
INV01801,Delhi,1909158,49,Male,T30
INV01802,Delhi,805944,54,Female,T30
INV01803,Gujarat,1602067,27,Female,B30
INV01804,Maharashtra,1919424,70,Male,T30
INV01805,Tamil Nadu,1314973,51,Male,T30
INV01806,Telangana,1731086,32,Female,B30
INV01807,Gujarat,549779,61,Male,B30
INV01808,Telangana,1141918,52,Male,B30
INV01809,Gujarat,2770024,64,Female,B30
INV01810,Karnataka,1644534,38,Female,T30
INV01811,Delhi,1099449,59,Female,T30
INV01812,Delhi,843081,46,Female,T30
INV01813,Gujarat,426963,35,Female,B30
INV01814,Delhi,1404508,23,Male,T30
INV01815,Tamil Nadu,2366487,38,Female,T30
INV01816,Maharashtra,2357507,40,Female,T30
INV01817,Delhi,350912,25,Male,T30
INV01818,Tamil Nadu,1417638,50,Male,T30
INV01819,Karnataka,1804603,49,Male,T30
INV01820,Karnataka,1737037,35,Female,T30
INV01821,Karnataka,681469,63,Male,T30
INV01822,Gujarat,1250959,45,Female,B30
INV01823,Telangana,1945890,65,Male,B30
INV01824,Tamil Nadu,1289730,29,Female,T30
INV01825,Gujarat,1025102,50,Male,B30
INV01826,Tamil Nadu,1032429,41,Male,T30
INV01827,Delhi,1409710,26,Female,T30
INV01828,Telangana,1364575,41,Female,B30
INV01829,Maharashtra,1213717,58,Male,T30
INV01830,Maharashtra,1752658,51,Male,T30
INV01831,Delhi,1644804,29,Female,T30
INV01832,Delhi,1261727,35,Male,T30
INV01833,Gujarat,763200,52,Male,B30
INV01834,Gujarat,1769123,35,Female,B30
INV01835,Delhi,2138170,59,Female,T30
INV01836,Karnataka,2677341,34,Male,T30
INV01837,Telangana,646849,62,Male,B30
INV01838,Delhi,1333714,29,Male,T30
INV01839,Telangana,1033971,41,Female,B30
INV01840,Gujarat,959228,23,Female,B30
INV01841,Delhi,144201,34,Female,T30
INV01842,Delhi,213276,60,Female,T30
INV01843,Telangana,1907988,61,Female,B30
INV01844,Tamil Nadu,1839927,30,Female,T30
INV01845,Telangana,1056581,58,Male,B30
INV01846,Delhi,1446941,58,Male,T30
INV01847,Delhi,2885520,27,Male,T30
INV01848,Tamil Nadu,1405663,63,Female,T30
INV01849,Delhi,1111979,70,Female,T30
INV01850,Delhi,1615992,61,Male,T30
INV01851,Delhi,1209417,36,Male,T30
INV01852,Delhi,1684346,32,Male,T30
INV01853,Gujarat,1262252,46,Male,B30
INV01854,Tamil Nadu,1045298,24,Male,T30
INV01855,Delhi,3249470,69,Female,T30
INV01856,Maharashtra,1201730,69,Female,T30
INV01857,Maharashtra,1478988,26,Female,T30
INV01858,Gujarat,1841856,43,Female,B30
INV01859,Gujarat,430630,29,Female,B30
INV01860,Tamil Nadu,1365798,62,Female,T30
INV01861,Karnataka,525242,34,Female,T30
INV01862,Delhi,662842,38,Male,T30
INV01863,Delhi,1476431,58,Male,T30
INV01864,Karnataka,800625,24,Female,T30
INV01865,Karnataka,1941780,63,Female,T30
INV01866,Gujarat,2028187,51,Female,B30
INV01867,Maharashtra,2571046,69,Female,T30
INV01868,Gujarat,1702711,35,Female,B30
INV01869,Karnataka,1694011,30,Female,T30
INV01870,Delhi,1891109,62,Female,T30
INV01871,Delhi,1781699,52,Male,T30
INV01872,Gujarat,1794090,28,Female,B30
INV01873,Telangana,2329926,26,Female,B30
INV01874,Karnataka,417764,46,Male,T30
INV01875,Karnataka,2540772,36,Male,T30
INV01876,Delhi,1759173,57,Female,T30
